hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
AKAP1	AKAP1	ENSG00000121057	17	AKAP1
AKAP10	AKAP10	ENSG00000108599	17	AKAP10
AKAP11	AKAP11	ENSG00000023516	13	AKAP11
AKAP12	AKAP12	ENSG00000131016	6	AKAP12
AKAP17A	AKAP17A	ENSG00000197976	X	AKAP17A
AKAP3	AKAP3	ENSG00000111254	12	AKAP3
AKAP5	AKAP5	ENSG00000179841	14	AKAP5
AKAP7	AKAP7	ENSG00000118507	6	AKAP7
AKAP8	AKAP8	ENSG00000105127	19	AKAP8
AKAP8L	AKAP8L	ENSG00000011243	19	AKAP8L
AKAP9	AKAP9	ENSG00000127914	7	AKAP9
AKIP1	AKIP1	ENSG00000166452	11	AKIP1
AKIRIN1	AKIRIN1	ENSG00000174574	1	AKIRIN1
AKIRIN2	AKIRIN2	ENSG00000135334	6	AKIRIN2
AKNA	AKNA	ENSG00000106948	9	AKNA
AKNAD1	AKNAD1	ENSG00000162641	1	AKNAD1
AKR1A1	AKR1A1	ENSG00000117448	1	AKR1A1
AKR1B1	AKR1B1	ENSG00000085662	7	AKR1B1
AKR1C1	AKR1C1	ENSG00000187134	10	AKR1C1
AKR1C2	AKR1C2	ENSG00000151632	10	AKR1C2
AKR1C3	AKR1C3	ENSG00000196139	10	AKR1C3
AKR1E2	AKR1E2	ENSG00000165568	10	AKR1E2
AKR7A2	AKR7A2	ENSG00000053371	1	AKR7A2
AKR7A3	AKR7A3	ENSG00000162482	1	AKR7A3
AKT1	AKT1	ENSG00000142208	14	AKT1
AKT1S1	AKT1S1	ENSG00000204673	19	AKT1S1
AKT2	AKT2	ENSG00000105221	19	AKT2
AKTIP	AKTIP	ENSG00000166971	16	AKTIP
AL020996.1	NA	NA	NA	AL020996.1
AL022344.4	NA	NA	NA	AL022344.4
AL133245.2	NA	NA	NA	AL133245.2
AL133493.2	NA	NA	NA	AL133493.2
AL138764.1	NA	NA	NA	AL138764.1
AL139099.1	NA	NA	NA	AL139099.1
AL161915.1	NA	NA	NA	AL161915.1
AL353354.2	NA	NA	NA	AL353354.2
AL354822.1	NA	NA	NA	AL354822.1
AL357673.1	NA	NA	NA	AL357673.1
AL359091.2	NA	NA	NA	AL359091.2
AL441883.1	NA	NA	NA	AL441883.1
AL589743.1	NA	NA	NA	AL589743.1
AL590452.1	NA	NA	NA	AL590452.1
AL590822.2	NA	NA	NA	AL590822.2
AL591479.1	NA	NA	NA	AL591479.1
AL592183.1	NA	NA	NA	AL592183.1
AL627309.1	NA	NA	NA	AL627309.1
AL645728.1	NA	NA	NA	AL645728.1
AL773604.8	NA	NA	NA	AL773604.8
ALAD	ALAD	ENSG00000148218	9	ALAD
ALAS1	ALAS1	ENSG00000023330	3	ALAS1
ALAS2	ALAS2	ENSG00000158578	X	ALAS2
ALB	ALB	ENSG00000163631	4	ALB
ALDH16A1	ALDH16A1	ENSG00000161618	19	ALDH16A1
ALDH18A1	ALDH18A1	ENSG00000059573	10	ALDH18A1
ALDH1A1	ALDH1A1	ENSG00000165092	9	ALDH1A1
ALDH1A2	ALDH1A2	ENSG00000128918	15	ALDH1A2
ALDH1B1	ALDH1B1	ENSG00000137124	9	ALDH1B1
ALDH1L2	ALDH1L2	ENSG00000136010	12	ALDH1L2
ALDH2	ALDH2	ENSG00000111275	12	ALDH2
ALDH4A1	ALDH4A1	ENSG00000159423	1	ALDH4A1
ALDH5A1	ALDH5A1	ENSG00000112294	6	ALDH5A1
ALDH6A1	ALDH6A1	ENSG00000119711	14	ALDH6A1
ALDH9A1	ALDH9A1	ENSG00000143149	1	ALDH9A1
ALDOA	ALDOA	ENSG00000149925	16	ALDOA
ALDOC	ALDOC	ENSG00000109107	17	ALDOC
ALG1	ALG1	ENSG00000033011	16	ALG1
ALG10	ALG10	ENSG00000139133	12	ALG10
ALG11	ALG11	ENSG00000253710	13	ALG11
ALG12	ALG12	ENSG00000182858	22	ALG12
ALG13	ALG13	ENSG00000101901	X	ALG13
ALG14	ALG14	ENSG00000172339	1	ALG14
ALG1L	ALG1L	ENSG00000189366	3	ALG1L
ALG2	ALG2	ENSG00000119523	9	ALG2
ALG3	ALG3	ENSG00000214160	3	ALG3
ALG5	ALG5	ENSG00000120697	13	ALG5
ALG6	ALG6	ENSG00000088035	1	ALG6
ALG8	ALG8	ENSG00000159063	11	ALG8
ALG9	ALG9	ENSG00000086848	11	ALG9
ALKBH1	ALKBH1	ENSG00000100601	14	ALKBH1
ALKBH2	ALKBH2	ENSG00000189046	12	ALKBH2
ALKBH3	ALKBH3	ENSG00000166199	11	ALKBH3
ALKBH4	ALKBH4	ENSG00000160993	7	ALKBH4
ALKBH5	ALKBH5	ENSG00000091542	17	ALKBH5
ALKBH6	ALKBH6	ENSG00000239382	19	ALKBH6
ALKBH7	ALKBH7	ENSG00000125652	19	ALKBH7
ALKBH8	ALKBH8	ENSG00000137760	11	ALKBH8
ALMS1	ALMS1	ENSG00000116127	2	ALMS1
ALOX12	ALOX12	ENSG00000108839	17	ALOX12
ALOX5	ALOX5	ENSG00000275565	CHR_HSCHR10_1_CTG2	ALOX5
ALPK1	ALPK1	ENSG00000073331	4	ALPK1
ALS2	ALS2	ENSG00000003393	2	ALS2
ALX4	ALX4	ENSG00000052850	11	ALX4
ALYREF	ALYREF	ENSG00000183684	17	ALYREF
AMBRA1	AMBRA1	ENSG00000110497	11	AMBRA1
AMD1	AMD1	ENSG00000123505	6	AMD1
AMDHD2	AMDHD2	ENSG00000162066	16	AMDHD2
AMER1	AMER1	ENSG00000184675	X	AMER1
AMFR	AMFR	ENSG00000159461	16	AMFR
AMH	AMH	ENSG00000104899	19	AMH
AMHR2	AMHR2	ENSG00000135409	12	AMHR2
AMIGO2	AMIGO2	ENSG00000139211	12	AMIGO2
AMMECR1	AMMECR1	ENSG00000101935	X	AMMECR1
AMMECR1L	AMMECR1L	ENSG00000144233	2	AMMECR1L
AMN1	AMN1	ENSG00000151743	12	AMN1
AMOTL1	AMOTL1	ENSG00000166025	11	AMOTL1
AMPD2	AMPD2	ENSG00000116337	1	AMPD2
AMPD3	AMPD3	ENSG00000133805	11	AMPD3
AMT	AMT	ENSG00000145020	3	AMT
AMZ2	AMZ2	ENSG00000196704	17	AMZ2
ANAPC1	ANAPC1	ENSG00000153107	2	ANAPC1
ANAPC10	ANAPC10	ENSG00000164162	4	ANAPC10
ANAPC11	ANAPC11	ENSG00000141552	17	ANAPC11
ANAPC13	ANAPC13	ENSG00000129055	3	ANAPC13
ANAPC15	ANAPC15	ENSG00000110200	11	ANAPC15
ANAPC16	ANAPC16	ENSG00000166295	10	ANAPC16
ANAPC2	ANAPC2	ENSG00000176248	9	ANAPC2
ANAPC4	ANAPC4	ENSG00000053900	4	ANAPC4
ANAPC5	ANAPC5	ENSG00000089053	12	ANAPC5
ANAPC7	ANAPC7	ENSG00000196510	12	ANAPC7
ANGEL1	ANGEL1	ENSG00000013523	14	ANGEL1
ANGEL2	ANGEL2	ENSG00000174606	1	ANGEL2
ANGPT1	ANGPT1	ENSG00000154188	8	ANGPT1
ANGPT2	ANGPT2	ENSG00000091879	8	ANGPT2
ANGPTL6	ANGPTL6	ENSG00000130812	19	ANGPTL6
ANK1	ANK1	ENSG00000029534	8	ANK1
ANK3	ANK3	ENSG00000151150	10	ANK3
ANKAR	ANKAR	ENSG00000151687	2	ANKAR
ANKDD1A	ANKDD1A	ENSG00000166839	15	ANKDD1A
ANKDD1B	ANKDD1B	ENSG00000189045	5	ANKDD1B
ANKFY1	ANKFY1	ENSG00000185722	17	ANKFY1
ANKH	ANKH	ENSG00000154122	5	ANKH
ANKHD1	ANKHD1	ENSG00000131503	5	ANKHD1
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	ENSG00000254996	5	ANKHD1-EIF4EBP3
ANKIB1	ANKIB1	ENSG00000001629	7	ANKIB1
ANKLE1	ANKLE1	ENSG00000160117	19	ANKLE1
ANKLE2	ANKLE2	ENSG00000176915	12	ANKLE2
ANKMY1	ANKMY1	ENSG00000144504	2	ANKMY1
ANKMY2	ANKMY2	ENSG00000106524	7	ANKMY2
ANKRA2	ANKRA2	ENSG00000164331	5	ANKRA2
ANKRD10	ANKRD10	ENSG00000088448	13	ANKRD10
ANKRD11	ANKRD11	ENSG00000167522	16	ANKRD11
ANKRD12	ANKRD12	ENSG00000101745	18	ANKRD12
ANKRD13A	ANKRD13A	ENSG00000076513	12	ANKRD13A
ANKRD13B	ANKRD13B	ENSG00000198720	17	ANKRD13B
ANKRD13C	ANKRD13C	ENSG00000118454	1	ANKRD13C
ANKRD13D	ANKRD13D	ENSG00000172932	11	ANKRD13D
ANKRD16	ANKRD16	ENSG00000134461	10	ANKRD16
ANKRD17	ANKRD17	ENSG00000132466	4	ANKRD17
ANKRD18B	ANKRD18B	ENSG00000230453	9	ANKRD18B
ANKRD20A4	ANKRD20A4	ENSG00000172014	9	ANKRD20A4
ANKRD23	ANKRD23	ENSG00000163126	2	ANKRD23
ANKRD26	ANKRD26	ENSG00000107890	10	ANKRD26
ANKRD27	ANKRD27	ENSG00000105186	19	ANKRD27
ANKRD28	ANKRD28	ENSG00000206560	3	ANKRD28
ANKRD32	NA	NA	NA	ANKRD32
ANKRD33	ANKRD33	ENSG00000167612	12	ANKRD33
ANKRD34A	ANKRD34A	ENSG00000272031	1	ANKRD34A
ANKRD36	ANKRD36	ENSG00000135976	2	ANKRD36
ANKRD36C	ANKRD36C	ENSG00000174501	2	ANKRD36C
ANKRD37	ANKRD37	ENSG00000186352	4	ANKRD37
ANKRD39	ANKRD39	ENSG00000213337	2	ANKRD39
ANKRD40	ANKRD40	ENSG00000154945	17	ANKRD40
ANKRD42	ANKRD42	ENSG00000137494	11	ANKRD42
ANKRD45	ANKRD45	ENSG00000183831	1	ANKRD45
ANKRD46	ANKRD46	ENSG00000186106	8	ANKRD46
ANKRD49	ANKRD49	ENSG00000168876	11	ANKRD49
ANKRD50	ANKRD50	ENSG00000151458	4	ANKRD50
ANKRD52	ANKRD52	ENSG00000139645	12	ANKRD52
ANKRD54	ANKRD54	ENSG00000100124	22	ANKRD54
ANKRD55	ANKRD55	ENSG00000164512	5	ANKRD55
ANKRD9	ANKRD9	ENSG00000156381	14	ANKRD9
ANKS1A	ANKS1A	ENSG00000064999	6	ANKS1A
ANKS3	ANKS3	ENSG00000168096	16	ANKS3
ANKS6	ANKS6	ENSG00000165138	9	ANKS6
ANKZF1	ANKZF1	ENSG00000163516	2	ANKZF1
ANLN	ANLN	ENSG00000011426	7	ANLN
ANO10	ANO10	ENSG00000160746	3	ANO10
ANO6	ANO6	ENSG00000177119	12	ANO6
ANO7	ANO7	ENSG00000146205	2	ANO7
ANO8	ANO8	ENSG00000074855	19	ANO8
ANO9	ANO9	ENSG00000185101	11	ANO9
ANP32A	ANP32A	ENSG00000140350	15	ANP32A
ANP32B	ANP32B	ENSG00000136938	9	ANP32B
ANP32E	ANP32E	ENSG00000143401	1	ANP32E
ANTXR2	ANTXR2	ENSG00000163297	4	ANTXR2
ANXA1	ANXA1	ENSG00000135046	9	ANXA1
ANXA11	ANXA11	ENSG00000122359	10	ANXA11
ANXA2	ANXA2	ENSG00000182718	15	ANXA2
ANXA2R	ANXA2R	ENSG00000177721	5	ANXA2R
ANXA3	ANXA3	ENSG00000138772	4	ANXA3
ANXA4	ANXA4	ENSG00000196975	2	ANXA4
ANXA5	ANXA5	ENSG00000164111	4	ANXA5
ANXA6	ANXA6	ENSG00000197043	5	ANXA6
ANXA7	ANXA7	ENSG00000138279	10	ANXA7
ANXA9	ANXA9	ENSG00000143412	1	ANXA9
AOC2	AOC2	ENSG00000131480	17	AOC2
AP000253.1	NA	NA	NA	AP000253.1
AP000254.8	NA	NA	NA	AP000254.8
AP000330.8	NA	NA	NA	AP000330.8
AP000350.4	NA	NA	NA	AP000350.4
AP000350.5	NA	NA	NA	AP000350.5
AP000439.2	NA	NA	NA	AP000439.2
AP000442.1	NA	NA	NA	AP000442.1
AP000442.4	NA	NA	NA	AP000442.4
AP000487.5	NA	NA	NA	AP000487.5
AP000569.9	NA	NA	NA	AP000569.9
AP000688.8	NA	NA	NA	AP000688.8
AP000692.10	NA	NA	NA	AP000692.10
AP000704.5	NA	NA	NA	AP000704.5
AP000705.7	NA	NA	NA	AP000705.7
AP000769.1	NA	NA	NA	AP000769.1
AP000769.7	NA	NA	NA	AP000769.7
AP000974.1	NA	NA	NA	AP000974.1
AP001062.7	NA	NA	NA	AP001062.7
AP001171.1	NA	NA	NA	AP001171.1
AP001347.6	NA	NA	NA	AP001347.6
AP001372.2	NA	NA	NA	AP001372.2
AP001412.1	NA	NA	NA	AP001412.1
AP001432.14	NA	NA	NA	AP001432.14
AP001437.1	NA	NA	NA	AP001437.1
AP001462.6	NA	NA	NA	AP001462.6
AP001469.7	NA	NA	NA	AP001469.7
AP001469.9	NA	NA	NA	AP001469.9
AP001816.1	NA	NA	NA	AP001816.1
AP003068.23	NA	NA	NA	AP003068.23
AP003419.16	NA	NA	NA	AP003419.16
AP003733.1	NA	NA	NA	AP003733.1
AP003900.6	NA	NA	NA	AP003900.6
AP004550.1	NA	NA	NA	AP004550.1
AP006216.10	NA	NA	NA	AP006216.10
AP006222.2	NA	NA	NA	AP006222.2
AP006621.5	NA	NA	NA	AP006621.5
AP1AR	AP1AR	ENSG00000138660	4	AP1AR
AP1B1	AP1B1	ENSG00000100280	22	AP1B1
AP1G1	AP1G1	ENSG00000166747	16	AP1G1
AP1G2	AP1G2	ENSG00000213983	14	AP1G2
AP1M1	AP1M1	ENSG00000072958	19	AP1M1
AP1M2	AP1M2	ENSG00000129354	19	AP1M2
AP1S1	AP1S1	ENSG00000106367	7	AP1S1
AP1S2	AP1S2	ENSG00000182287	X	AP1S2
AP1S3	AP1S3	ENSG00000152056	2	AP1S3
AP2A1	AP2A1	ENSG00000196961	19	AP2A1
AP2A2	AP2A2	ENSG00000281385	CHR_HSCHR11_3_CTG1	AP2A2
AP2B1	AP2B1	ENSG00000006125	17	AP2B1
AP2M1	AP2M1	ENSG00000161203	3	AP2M1
AP2S1	AP2S1	ENSG00000042753	19	AP2S1
AP3B1	AP3B1	ENSG00000132842	5	AP3B1
AP3D1	AP3D1	ENSG00000065000	19	AP3D1
AP3M1	AP3M1	ENSG00000185009	10	AP3M1
AP3M2	AP3M2	ENSG00000070718	8	AP3M2
AP3S1	AP3S1	ENSG00000177879	5	AP3S1
AP3S2	AP3S2	ENSG00000157823	15	AP3S2
AP4B1	AP4B1	ENSG00000134262	1	AP4B1
AP4E1	AP4E1	ENSG00000081014	15	AP4E1
AP4M1	AP4M1	ENSG00000221838	7	AP4M1
AP4S1	AP4S1	ENSG00000100478	14	AP4S1
AP5B1	AP5B1	ENSG00000254470	11	AP5B1
AP5M1	AP5M1	ENSG00000053770	14	AP5M1
AP5S1	AP5S1	ENSG00000125843	20	AP5S1
AP5Z1	AP5Z1	ENSG00000242802	7	AP5Z1
APAF1	APAF1	ENSG00000120868	12	APAF1
APBA2	APBA2	ENSG00000276495	CHR_HSCHR15_4_CTG8	APBA2
APBA3	APBA3	ENSG00000011132	19	APBA3
APBB2	APBB2	ENSG00000163697	4	APBB2
APBB3	APBB3	ENSG00000113108	5	APBB3
APC	APC	ENSG00000134982	5	APC
APEH	APEH	ENSG00000164062	3	APEH
APEX1	APEX1	ENSG00000100823	14	APEX1
APEX2	APEX2	ENSG00000169188	X	APEX2
APH1A	APH1A	ENSG00000117362	1	APH1A
APH1B	APH1B	ENSG00000138613	15	APH1B
API5	API5	ENSG00000166181	11	API5
APIP	APIP	ENSG00000149089	11	APIP
APITD1	NA	NA	NA	APITD1
APITD1-CORT	NA	NA	NA	APITD1-CORT
APLF	APLF	ENSG00000169621	2	APLF
APLNR	APLNR	ENSG00000134817	11	APLNR
APLP1	APLP1	ENSG00000105290	19	APLP1
APLP2	APLP2	ENSG00000084234	11	APLP2
APMAP	APMAP	ENSG00000101474	20	APMAP
APOA1	APOA1	ENSG00000118137	11	APOA1
APOA1BP	NA	NA	NA	APOA1BP
APOA2	APOA2	ENSG00000158874	1	APOA2
APOBEC3B	APOBEC3B	ENSG00000179750	22	APOBEC3B
APOBEC3C	APOBEC3C	ENSG00000244509	22	APOBEC3C
APOBEC3D	APOBEC3D	ENSG00000243811	22	APOBEC3D
APOBEC3F	APOBEC3F	ENSG00000128394	22	APOBEC3F
APOBEC3G	APOBEC3G	ENSG00000239713	22	APOBEC3G
APOBR	APOBR	ENSG00000184730	16	APOBR
APOC1	APOC1	ENSG00000130208	19	APOC1
APOE	APOE	ENSG00000130203	19	APOE
APOL1	APOL1	ENSG00000100342	22	APOL1
APOL2	APOL2	ENSG00000128335	22	APOL2
APOL3	APOL3	ENSG00000128284	22	APOL3
APOL4	APOL4	ENSG00000100336	22	APOL4
APOL6	APOL6	ENSG00000221963	22	APOL6
APOLD1	APOLD1	ENSG00000178878	12	APOLD1
APOM	APOM	ENSG00000235754	CHR_HSCHR6_MHC_SSTO_CTG1	APOM
APOO	APOO	ENSG00000184831	X	APOO
APOOL	APOOL	ENSG00000155008	X	APOOL
APOPT1	APOPT1	ENSG00000256053	14	APOPT1
APPBP2	APPBP2	ENSG00000062725	17	APPBP2
APPL1	APPL1	ENSG00000157500	3	APPL1
APPL2	APPL2	ENSG00000136044	12	APPL2
APRT	APRT	ENSG00000198931	16	APRT
APTX	APTX	ENSG00000137074	9	APTX
AQP1	AQP1	ENSG00000240583	7	AQP1
AQP10	AQP10	ENSG00000143595	1	AQP10
AQP11	AQP11	ENSG00000178301	11	AQP11
AQP3	AQP3	ENSG00000165272	9	AQP3
AQPEP	NA	NA	NA	AQPEP
AQR	AQR	ENSG00000021776	15	AQR
ARAF	ARAF	ENSG00000078061	X	ARAF
ARAP1	ARAP1	ENSG00000186635	11	ARAP1
ARAP3	ARAP3	ENSG00000120318	5	ARAP3
ARCN1	ARCN1	ENSG00000095139	11	ARCN1
AREG	AREG	ENSG00000109321	4	AREG
AREL1	AREL1	ENSG00000119682	14	AREL1
ARF1	ARF1	ENSG00000143761	1	ARF1
ARF3	ARF3	ENSG00000134287	12	ARF3
ARF4	ARF4	ENSG00000168374	3	ARF4
ARF5	ARF5	ENSG00000004059	7	ARF5
ARF6	ARF6	ENSG00000165527	14	ARF6
ARFGAP1	ARFGAP1	ENSG00000101199	20	ARFGAP1
ARFGAP2	ARFGAP2	ENSG00000149182	11	ARFGAP2
ARFGAP3	ARFGAP3	ENSG00000242247	22	ARFGAP3
ARFGEF1	ARFGEF1	ENSG00000066777	8	ARFGEF1
ARFGEF2	ARFGEF2	ENSG00000124198	20	ARFGEF2
ARFIP1	ARFIP1	ENSG00000164144	4	ARFIP1
ARFIP2	ARFIP2	ENSG00000132254	11	ARFIP2
ARFRP1	ARFRP1	ENSG00000101246	20	ARFRP1
ARG2	ARG2	ENSG00000081181	14	ARG2
ARGLU1	ARGLU1	ENSG00000134884	13	ARGLU1
ARHGAP1	ARHGAP1	ENSG00000175220	11	ARHGAP1
ARHGAP11A	ARHGAP11A	ENSG00000198826	15	ARHGAP11A
ARHGAP11B	ARHGAP11B	ENSG00000286139	CHR_HSCHR15_6_CTG8	ARHGAP11B
ARHGAP12	ARHGAP12	ENSG00000165322	10	ARHGAP12
ARHGAP15	ARHGAP15	ENSG00000075884	2	ARHGAP15
ARHGAP17	ARHGAP17	ENSG00000140750	16	ARHGAP17
ARHGAP18	ARHGAP18	ENSG00000146376	6	ARHGAP18
ARHGAP19	ARHGAP19	ENSG00000213390	10	ARHGAP19
ARHGAP21	ARHGAP21	ENSG00000107863	10	ARHGAP21
ARHGAP22	ARHGAP22	ENSG00000128805	10	ARHGAP22
ARHGAP24	ARHGAP24	ENSG00000138639	4	ARHGAP24
ARHGAP25	ARHGAP25	ENSG00000163219	2	ARHGAP25
ARHGAP26	ARHGAP26	ENSG00000145819	5	ARHGAP26
ARHGAP27	ARHGAP27	ENSG00000276907	CHR_HSCHR17_2_CTG5	ARHGAP27
ARHGAP33	ARHGAP33	ENSG00000004777	19	ARHGAP33
ARHGAP35	ARHGAP35	ENSG00000160007	19	ARHGAP35
ARHGAP39	ARHGAP39	ENSG00000147799	8	ARHGAP39
ARHGAP4	ARHGAP4	ENSG00000089820	X	ARHGAP4
ARHGAP42	ARHGAP42	ENSG00000165895	11	ARHGAP42
ARHGAP44	ARHGAP44	ENSG00000006740	17	ARHGAP44
ARHGAP5	ARHGAP5	ENSG00000100852	14	ARHGAP5
ARHGAP5-AS1	ARHGAP5-AS1	ENSG00000258655	14	ARHGAP5-AS1
ARHGAP6	ARHGAP6	ENSG00000047648	X	ARHGAP6
ARHGAP9	ARHGAP9	ENSG00000123329	12	ARHGAP9
ARHGDIA	ARHGDIA	ENSG00000141522	17	ARHGDIA
ARHGDIG	ARHGDIG	ENSG00000242173	16	ARHGDIG
ARHGEF1	ARHGEF1	ENSG00000076928	19	ARHGEF1
ARHGEF10	ARHGEF10	ENSG00000274726	CHR_HSCHR8_8_CTG1	ARHGEF10
ARHGEF11	ARHGEF11	ENSG00000132694	1	ARHGEF11
ARHGEF12	ARHGEF12	ENSG00000196914	11	ARHGEF12
ARHGEF18	ARHGEF18	ENSG00000104880	19	ARHGEF18
ARHGEF19	ARHGEF19	ENSG00000142632	1	ARHGEF19
ARHGEF2	ARHGEF2	ENSG00000116584	1	ARHGEF2
ARHGEF25	ARHGEF25	ENSG00000240771	12	ARHGEF25
ARHGEF26	ARHGEF26	ENSG00000277101	CHR_HSCHR3_2_CTG2_1	ARHGEF26
ARHGEF3	ARHGEF3	ENSG00000163947	3	ARHGEF3
ARHGEF37	ARHGEF37	ENSG00000183111	5	ARHGEF37
ARHGEF39	ARHGEF39	ENSG00000137135	9	ARHGEF39
ARHGEF40	ARHGEF40	ENSG00000165801	14	ARHGEF40
ARHGEF6	ARHGEF6	ENSG00000129675	X	ARHGEF6
ARHGEF7	ARHGEF7	ENSG00000102606	13	ARHGEF7
ARID1A	ARID1A	ENSG00000117713	1	ARID1A
ARID1B	ARID1B	ENSG00000049618	6	ARID1B
ARID2	ARID2	ENSG00000189079	12	ARID2
ARID3A	ARID3A	ENSG00000116017	19	ARID3A
ARID3B	ARID3B	ENSG00000179361	15	ARID3B
ARID4A	ARID4A	ENSG00000032219	14	ARID4A
ARID4B	ARID4B	ENSG00000054267	1	ARID4B
ARID5A	ARID5A	ENSG00000196843	2	ARID5A
ARID5B	ARID5B	ENSG00000150347	10	ARID5B
ARIH1	ARIH1	ENSG00000166233	15	ARIH1
ARIH2	ARIH2	ENSG00000177479	3	ARIH2
ARIH2OS	ARIH2OS	ENSG00000221883	3	ARIH2OS
ARL1	ARL1	ENSG00000120805	12	ARL1
ARL13B	ARL13B	ENSG00000169379	3	ARL13B
ARL14EP	ARL14EP	ENSG00000152219	11	ARL14EP
ARL15	ARL15	ENSG00000185305	5	ARL15
ARL16	ARL16	ENSG00000214087	17	ARL16
ARL2	ARL2	ENSG00000213465	11	ARL2
ARL2BP	ARL2BP	ENSG00000102931	16	ARL2BP
ARL3	ARL3	ENSG00000138175	10	ARL3
ARL4A	ARL4A	ENSG00000122644	7	ARL4A
ARL4D	ARL4D	ENSG00000175906	17	ARL4D
ARL5A	ARL5A	ENSG00000162980	2	ARL5A
ARL5B	ARL5B	ENSG00000165997	10	ARL5B
ARL5B-AS1	NA	NA	NA	ARL5B-AS1
ARL6	ARL6	ENSG00000113966	3	ARL6
ARL6IP1	ARL6IP1	ENSG00000170540	16	ARL6IP1
ARL6IP4	ARL6IP4	ENSG00000182196	12	ARL6IP4
ARL6IP5	ARL6IP5	ENSG00000144746	3	ARL6IP5
ARL6IP6	ARL6IP6	ENSG00000177917	2	ARL6IP6
ARL8A	ARL8A	ENSG00000143862	1	ARL8A
ARL8B	ARL8B	ENSG00000134108	3	ARL8B
ARMC1	ARMC1	ENSG00000104442	8	ARMC1
ARMC10	ARMC10	ENSG00000282813	CHR_HSCHR7_1_CTG4_4	ARMC10
ARMC12	ARMC12	ENSG00000157343	6	ARMC12
ARMC2	ARMC2	ENSG00000118690	6	ARMC2
ARMC3	ARMC3	ENSG00000165309	10	ARMC3
ARMC5	ARMC5	ENSG00000140691	16	ARMC5
ARMC6	ARMC6	ENSG00000105676	19	ARMC6
ARMC7	ARMC7	ENSG00000125449	17	ARMC7
ARMC8	ARMC8	ENSG00000114098	3	ARMC8
ARMC9	ARMC9	ENSG00000135931	2	ARMC9
ARMCX1	ARMCX1	ENSG00000126947	X	ARMCX1
ARMCX3	ARMCX3	ENSG00000102401	X	ARMCX3
ARMCX5	ARMCX5	ENSG00000125962	X	ARMCX5
ARMCX6	ARMCX6	ENSG00000198960	X	ARMCX6
ARNT	ARNT	ENSG00000143437	1	ARNT
ARNTL	ARNTL	ENSG00000133794	11	ARNTL
ARNTL2	ARNTL2	ENSG00000029153	12	ARNTL2
ARPC1A	ARPC1A	ENSG00000241685	7	ARPC1A
ARPC1B	ARPC1B	ENSG00000130429	7	ARPC1B
ARPC2	ARPC2	ENSG00000163466	2	ARPC2
ARPC3	ARPC3	ENSG00000111229	12	ARPC3
ARPC4	ARPC4	ENSG00000241553	3	ARPC4
ARPC5	ARPC5	ENSG00000162704	1	ARPC5
ARPC5L	ARPC5L	ENSG00000136950	9	ARPC5L
ARPP19	ARPP19	ENSG00000128989	15	ARPP19
ARRB1	ARRB1	ENSG00000137486	11	ARRB1
ARRB2	ARRB2	ENSG00000141480	17	ARRB2
ARRDC1	ARRDC1	ENSG00000197070	9	ARRDC1
ARRDC2	ARRDC2	ENSG00000105643	19	ARRDC2
ARRDC3	ARRDC3	ENSG00000113369	5	ARRDC3
ARRDC4	ARRDC4	ENSG00000140450	15	ARRDC4
ARSA	ARSA	ENSG00000100299	22	ARSA
ARSB	ARSB	ENSG00000113273	5	ARSB
ARSG	ARSG	ENSG00000141337	17	ARSG
ARSK	ARSK	ENSG00000164291	5	ARSK
ART3	ART3	ENSG00000156219	4	ART3
ART5	ART5	ENSG00000167311	11	ART5
ARV1	ARV1	ENSG00000173409	1	ARV1
ARVCF	ARVCF	ENSG00000099889	22	ARVCF
ASAH1	ASAH1	ENSG00000104763	8	ASAH1
ASAH2B	ASAH2B	ENSG00000204147	10	ASAH2B
ASAP1	ASAP1	ENSG00000153317	8	ASAP1
ASAP2	ASAP2	ENSG00000151693	2	ASAP2
ASAP3	ASAP3	ENSG00000282854	CHR_HSCHR1_4_CTG3	ASAP3
ASB1	ASB1	ENSG00000065802	2	ASB1
ASB13	ASB13	ENSG00000196372	10	ASB13
ASB16-AS1	ASB16-AS1	ENSG00000267080	17	ASB16-AS1
ASB6	ASB6	ENSG00000148331	9	ASB6
ASB7	ASB7	ENSG00000183475	15	ASB7
ASB8	ASB8	ENSG00000177981	12	ASB8
ASCC1	ASCC1	ENSG00000138303	10	ASCC1
ASCC2	ASCC2	ENSG00000100325	22	ASCC2
ASCC3	ASCC3	ENSG00000112249	6	ASCC3
ASCL2	ASCL2	ENSG00000183734	11	ASCL2
ASF1A	ASF1A	ENSG00000111875	6	ASF1A
ASF1B	ASF1B	ENSG00000105011	19	ASF1B
ASGR1	ASGR1	ENSG00000141505	17	ASGR1
ASH1L	ASH1L	ENSG00000116539	1	ASH1L
ASH2L	ASH2L	ENSG00000129691	8	ASH2L
ASIC1	ASIC1	ENSG00000110881	12	ASIC1
ASIC3	ASIC3	ENSG00000213199	7	ASIC3
ASIC4	ASIC4	ENSG00000072182	2	ASIC4
ASL	ASL	ENSG00000126522	7	ASL
ASMTL	ASMTL	ENSG00000169093	X	ASMTL
ASNA1	ASNA1	ENSG00000198356	19	ASNA1
ASNS	ASNS	ENSG00000070669	7	ASNS
ASNSD1	ASNSD1	ENSG00000138381	2	ASNSD1
