mgi_symbol	ensembl_gene_id	chromosome_name	origsymbol
1700047K16Rik	1700047K16Rik	ENSMUSG00000087347	11	1700047K16Rik
1700048O20Rik	1700048O20Rik	ENSMUSG00000043773	9	1700048O20Rik
1700049E15Rik	1700049E15Rik	ENSMUSG00000085077	6	1700049E15Rik
1700049E17Rik1	1700049E17Rik1	ENSMUSG00000079271	14	1700049E17Rik1
1700049E17Rik2	1700049E17Rik2	ENSMUSG00000090440	14	1700049E17Rik2
1700049G17Rik	NA	NA	NA	1700049G17Rik
1700049J03Rik	NA	NA	NA	1700049J03Rik
1700049L16Rik	1700049L16Rik	ENSMUSG00000043859	10	1700049L16Rik
1700051A21Rik	1700051A21Rik	ENSMUSG00000086951	11	1700051A21Rik
1700052N19Rik	NA	NA	NA	1700052N19Rik
1700054M17Rik	1700054M17Rik	ENSMUSG00000085889	2	1700054M17Rik
1700054N08Rik	NA	NA	NA	1700054N08Rik
1700054O13Rik	NA	NA	NA	1700054O13Rik
1700054O19Rik	1700054O19Rik	ENSMUSG00000104183	14	1700054O19Rik
1700055D18Rik	1700055D18Rik	ENSMUSG00000070997	4	1700055D18Rik
1700055N04Rik	NA	NA	NA	1700055N04Rik
1700056E22Rik	1700056E22Rik	ENSMUSG00000044854	1	1700056E22Rik
1700056N10Rik	1700056N10Rik	ENSMUSG00000084792	16	1700056N10Rik
1700057G04Rik	1700057G04Rik	ENSMUSG00000074139	9	1700057G04Rik
1700057H15Rik	1700057H15Rik	ENSMUSG00000084757	4	1700057H15Rik
1700057H21Rik	1700057H21Rik	ENSMUSG00000086007	2	1700057H21Rik
1700057K13Rik	NA	NA	NA	1700057K13Rik
1700058G18Rik	NA	NA	NA	1700058G18Rik
1700058P15Rik	1700058P15Rik	ENSMUSG00000089636	7	1700058P15Rik
1700060C16Rik	1700060C16Rik	ENSMUSG00000086887	6	1700060C16Rik
1700060C20Rik	1700060C20Rik	ENSMUSG00000078957	2	1700060C20Rik
1700060J05Rik	1700060J05Rik	ENSMUSG00000084970	4	1700060J05Rik
1700061E18Rik	1700061E18Rik	ENSMUSG00000085759	13	1700061E18Rik
1700061F12Rik	1700061F12Rik	ENSMUSG00000085580	2	1700061F12Rik
1700061G19Rik	1700061G19Rik	ENSMUSG00000024209	17	1700061G19Rik
1700061H18Rik	1700061H18Rik	ENSMUSG00000084948	18	1700061H18Rik
1700061I17Rik	1700061I17Rik	ENSMUSG00000028009	3	1700061I17Rik
1700061J05Rik	NA	NA	NA	1700061J05Rik
1700061J23Rik	1700061J23Rik	ENSMUSG00000086366	11	1700061J23Rik
1700062I23Rik	NA	NA	NA	1700062I23Rik
1700063H04Rik	1700063H04Rik	ENSMUSG00000040657	6	1700063H04Rik
1700064E03Rik	NA	NA	NA	1700064E03Rik
1700064H15Rik	1700064H15Rik	ENSMUSG00000082766	3	1700064H15Rik
1700065D16Rik	1700065D16Rik	ENSMUSG00000096655	9	1700065D16Rik
1700065I17Rik	NA	NA	NA	1700065I17Rik
1700066B19Rik	1700066B19Rik	ENSMUSG00000073598	18	1700066B19Rik
1700066J03Rik	1700066J03Rik	ENSMUSG00000097717	13	1700066J03Rik
1700066J24Rik	NA	NA	NA	1700066J24Rik
1700066M21Rik	1700066M21Rik	ENSMUSG00000038323	1	1700066M21Rik
1700066O22Rik	1700066O22Rik	ENSMUSG00000085800	18	1700066O22Rik
1700067G03Rik	NA	NA	NA	1700067G03Rik
1700067K01Rik	1700067K01Rik	ENSMUSG00000046408	8	1700067K01Rik
1700067P10Rik	1700067P10Rik	ENSMUSG00000115934	CHR_MG4200_PATCH	1700067P10Rik
1700069B07Rik	1700069B07Rik	ENSMUSG00000053081	7	1700069B07Rik
1700069L16Rik	1700069L16Rik	ENSMUSG00000042184	5	1700069L16Rik
1700071G01Rik	1700071G01Rik	ENSMUSG00000086376	5	1700071G01Rik
1700071K01Rik	1700071K01Rik	ENSMUSG00000080980	11	1700071K01Rik
1700071M16Rik	1700071M16Rik	ENSMUSG00000090307	17	1700071M16Rik
1700072E05Rik	NA	NA	NA	1700072E05Rik
1700073E17Rik	1700073E17Rik	ENSMUSG00000087204	6	1700073E17Rik
1700074P13Rik	1700074P13Rik	ENSMUSG00000029883	6	1700074P13Rik
1700080E11Rik	1700080E11Rik	ENSMUSG00000032566	9	1700080E11Rik
1700080G11Rik	1700080G11Rik	ENSMUSG00000086771	4	1700080G11Rik
1700080N15Rik	1700080N15Rik	ENSMUSG00000084859	2	1700080N15Rik
1700080O16Rik	1700080O16Rik	ENSMUSG00000031118	X	1700080O16Rik
1700081H22Rik	NA	NA	NA	1700081H22Rik
1700081L11Rik	NA	NA	NA	1700081L11Rik
1700082M22Rik	1700082M22Rik	ENSMUSG00000023737	8	1700082M22Rik
1700084C01Rik	NA	NA	NA	1700084C01Rik
1700084C06Rik	1700084C06Rik	ENSMUSG00000086016	9	1700084C06Rik
1700084E18Rik	1700084E18Rik	ENSMUSG00000100747	2	1700084E18Rik
1700084J12Rik	1700084J12Rik	ENSMUSG00000058101	15	1700084J12Rik
1700084M14Rik	1700084M14Rik	ENSMUSG00000057805	X	1700084M14Rik
1700085B03Rik	NA	NA	NA	1700085B03Rik
1700086D15Rik	1700086D15Rik	ENSMUSG00000020548	11	1700086D15Rik
1700086L19Rik	1700086L19Rik	ENSMUSG00000071265	12	1700086L19Rik
1700086O06Rik	1700086O06Rik	ENSMUSG00000097080	18	1700086O06Rik
1700086P04Rik	1700086P04Rik	ENSMUSG00000085085	4	1700086P04Rik
1700087M22Rik	1700087M22Rik	ENSMUSG00000115723	14	1700087M22Rik
1700088E04Rik	1700088E04Rik	ENSMUSG00000033029	15	1700088E04Rik
1700090G07Rik	NA	NA	NA	1700090G07Rik
1700091E21Rik	NA	NA	NA	1700091E21Rik
1700091H14Rik	1700091H14Rik	ENSMUSG00000090462	14	1700091H14Rik
1700092C02Rik	1700092C02Rik	ENSMUSG00000086781	8	1700092C02Rik
1700092C10Rik	1700092C10Rik	ENSMUSG00000092499	14	1700092C10Rik
1700092C17Rik	1700092C17Rik	ENSMUSG00000085353	2	1700092C17Rik
1700092E19Rik	1700092E19Rik	ENSMUSG00000084811	13	1700092E19Rik
1700092K14Rik	1700092K14Rik	ENSMUSG00000078600	11	1700092K14Rik
1700092M07Rik	1700092M07Rik	ENSMUSG00000090840	19	1700092M07Rik
1700093J21Rik	NA	NA	NA	1700093J21Rik
1700093K21Rik	1700093K21Rik	ENSMUSG00000020286	11	1700093K21Rik
1700094C10Rik	NA	NA	NA	1700094C10Rik
1700094D03Rik	NA	NA	NA	1700094D03Rik
1700095A21Rik	1700095A21Rik	ENSMUSG00000086046	4	1700095A21Rik
1700095B22Rik	NA	NA	NA	1700095B22Rik
1700095J03Rik	1700095J03Rik	ENSMUSG00000085407	7	1700095J03Rik
1700095J07Rik	1700095J07Rik	ENSMUSG00000084861	6	1700095J07Rik
1700095J12Rik	1700095J12Rik	ENSMUSG00000084804	4	1700095J12Rik
1700099I09Rik	1700099I09Rik	ENSMUSG00000091906	13	1700099I09Rik
1700101E01Rik	NA	NA	NA	1700101E01Rik
1700101G07Rik	NA	NA	NA	1700101G07Rik
1700101I11Rik	1700101I11Rik	ENSMUSG00000097675	6	1700101I11Rik
1700101I19Rik	1700101I19Rik	ENSMUSG00000045815	1	1700101I19Rik
1700102P08Rik	1700102P08Rik	ENSMUSG00000032611	9	1700102P08Rik
1700104A03Rik	NA	NA	NA	1700104A03Rik
1700104B16Rik	1700104B16Rik	ENSMUSG00000049476	8	1700104B16Rik
1700106J16Rik	NA	NA	NA	1700106J16Rik
1700106N22Rik	NA	NA	NA	1700106N22Rik
1700108M19Rik	NA	NA	NA	1700108M19Rik
1700108N11Rik	1700108N11Rik	ENSMUSG00000084837	2	1700108N11Rik
1700109F18Rik	NA	NA	NA	1700109F18Rik
1700109G15Rik	1700109G15Rik	ENSMUSG00000085044	11	1700109G15Rik
1700109H08Rik	1700109H08Rik	ENSMUSG00000008307	5	1700109H08Rik
1700109K24Rik	1700109K24Rik	ENSMUSG00000097267	15	1700109K24Rik
1700110I01Rik	1700110I01Rik	ENSMUSG00000079407	14	1700110I01Rik
1700110K17Rik	1700110K17Rik	ENSMUSG00000087047	9	1700110K17Rik
1700110M21Rik	NA	NA	NA	1700110M21Rik
1700111E14Rik	1700111E14Rik	ENSMUSG00000029837	6	1700111E14Rik
1700112D23Rik	1700112D23Rik	ENSMUSG00000091329	3	1700112D23Rik
1700112E06Rik	NA	NA	NA	1700112E06Rik
1700112J05Rik	1700112J05Rik	ENSMUSG00000086632	5	1700112J05Rik
1700112J16Rik	1700112J16Rik	ENSMUSG00000097527	7	1700112J16Rik
1700112K13Rik	1700112K13Rik	ENSMUSG00000087510	4	1700112K13Rik
1700112M01Rik	NA	NA	NA	1700112M01Rik
1700113A16Rik	1700113A16Rik	ENSMUSG00000096935	3	1700113A16Rik
1700113H08Rik	1700113H08Rik	ENSMUSG00000047129	10	1700113H08Rik
1700119I11Rik	1700119I11Rik	ENSMUSG00000082488	13	1700119I11Rik
1700120B22Rik	1700120B22Rik	ENSMUSG00000045391	10	1700120B22Rik
1700120E14Rik	1700120E14Rik	ENSMUSG00000086333	18	1700120E14Rik
1700120G11Rik	1700120G11Rik	ENSMUSG00000086068	4	1700120G11Rik
1700121C08Rik	1700121C08Rik	ENSMUSG00000086275	4	1700121C08Rik
1700121F15Rik	NA	NA	NA	1700121F15Rik
1700121N20Rik	1700121N20Rik	ENSMUSG00000092066	12	1700121N20Rik
1700122E12Rik	1700122E12Rik	ENSMUSG00000087685	8	1700122E12Rik
1700123I01Rik	NA	NA	NA	1700123I01Rik
1700123K08Rik	1700123K08Rik	ENSMUSG00000029526	5	1700123K08Rik
1700123L14Rik	1700123L14Rik	ENSMUSG00000072878	6	1700123L14Rik
1700123M08Rik	1700123M08Rik	ENSMUSG00000085614	4	1700123M08Rik
1700123O12Rik	1700123O12Rik	ENSMUSG00000086080	4	1700123O12Rik
1700123O20Rik	1700123O20Rik	ENSMUSG00000040822	14	1700123O20Rik
1700125D06Rik	NA	NA	NA	1700125D06Rik
1700125G02Rik	1700125G02Rik	ENSMUSG00000085263	4	1700125G02Rik
1700125G22Rik	1700125G22Rik	ENSMUSG00000097584	3	1700125G22Rik
1700125H03Rik	1700125H03Rik	ENSMUSG00000085197	8	1700125H03Rik
1700125H20Rik	1700125H20Rik	ENSMUSG00000018479	11	1700125H20Rik
1700128E19Rik	1700128E19Rik	ENSMUSG00000031510	8	1700128E19Rik
1700128F08Rik	1700128F08Rik	ENSMUSG00000031998	9	1700128F08Rik
1700129C05Rik	1700129C05Rik	ENSMUSG00000021977	14	1700129C05Rik
1810006K21Rik	NA	NA	NA	1810006K21Rik
1810007I06Rik	NA	NA	NA	1810007I06Rik
1810008A18Rik	NA	NA	NA	1810008A18Rik
1810008B01Rik	1810008B01Rik	ENSMUSG00000089745	8	1810008B01Rik
1810009A15Rik	1810009A15Rik	ENSMUSG00000071653	19	1810009A15Rik
1810009J06Rik	1810009J06Rik	ENSMUSG00000094808	6	1810009J06Rik
1810009N23Rik	NA	NA	NA	1810009N23Rik
1810010H24Rik	1810010H24Rik	ENSMUSG00000078607	11	1810010H24Rik
1810010K12Rik	1810010K12Rik	ENSMUSG00000056329	2	1810010K12Rik
1810011H11Rik	NA	NA	NA	1810011H11Rik
1810011O10Rik	NA	NA	NA	1810011O10Rik
1810012K08Rik	1810012K08Rik	ENSMUSG00000087595	2	1810012K08Rik
1810012P15Rik	NA	NA	NA	1810012P15Rik
1810013D10Rik	NA	NA	NA	1810013D10Rik
1810013D15Rik	1810013D15Rik	ENSMUSG00000028177	3	1810013D15Rik
1810013L24Rik	1810013L24Rik	ENSMUSG00000022507	16	1810013L24Rik
1810014B01Rik	1810014B01Rik	ENSMUSG00000097412	10	1810014B01Rik
1810014F10Rik	NA	NA	NA	1810014F10Rik
1810019D21Rik	1810019D21Rik	ENSMUSG00000086390	8	1810019D21Rik
1810019J16Rik	NA	NA	NA	1810019J16Rik
1810019N24Rik	1810019N24Rik	ENSMUSG00000097115	7	1810019N24Rik
1810020D17Rik	NA	NA	NA	1810020D17Rik
1810020O05Rik	1810020O05Rik	ENSMUSG00000089997	6	1810020O05Rik
1810021B22Rik	1810021B22Rik	ENSMUSG00000087331	15	1810021B22Rik
1810022K09Rik	1810022K09Rik	ENSMUSG00000078784	3	1810022K09Rik
1810024B03Rik	1810024B03Rik	ENSMUSG00000044145	2	1810024B03Rik
1810026J23Rik	NA	NA	NA	1810026J23Rik
1810027O10Rik	NA	NA	NA	1810027O10Rik
1810029B16Rik	NA	NA	NA	1810029B16Rik
1810030J14Rik	NA	NA	NA	1810030J14Rik
1810030N24Rik	NA	NA	NA	1810030N24Rik
1810030O07Rik	1810030O07Rik	ENSMUSG00000044148	X	1810030O07Rik
1810031K17Rik	NA	NA	NA	1810031K17Rik
1810032O08Rik	1810032O08Rik	ENSMUSG00000020812	11	1810032O08Rik
1810033B17Rik	NA	NA	NA	1810033B17Rik
1810034E14Rik	1810034E14Rik	ENSMUSG00000097101	13	1810034E14Rik
1810035I16Rik	NA	NA	NA	1810035I16Rik
1810035L17Rik	NA	NA	NA	1810035L17Rik
1810037I17Rik	1810037I17Rik	ENSMUSG00000054091	3	1810037I17Rik
1810041L15Rik	NA	NA	NA	1810041L15Rik
1810043G02Rik	1810043G02Rik	ENSMUSG00000020284	10	1810043G02Rik
1810043H04Rik	NA	NA	NA	1810043H04Rik
1810046J19Rik	NA	NA	NA	1810046J19Rik
1810046K07Rik	1810046K07Rik	ENSMUSG00000036027	9	1810046K07Rik
1810048J11Rik	NA	NA	NA	1810048J11Rik
1810049H13Rik	NA	NA	NA	1810049H13Rik
1810055G02Rik	1810055G02Rik	ENSMUSG00000035372	19	1810055G02Rik
1810058I24Rik	1810058I24Rik	ENSMUSG00000073155	6	1810058I24Rik
1810058N05Rik	NA	NA	NA	1810058N05Rik
1810059C17Rik	1810059C17Rik	ENSMUSG00000086340	2	1810059C17Rik
1810059H22Rik	1810059H22Rik	ENSMUSG00000108207	5	1810059H22Rik
1810062G17Rik	1810062G17Rik	ENSMUSG00000027713	3	1810062G17Rik
1810062O18Rik	1810062O18Rik	ENSMUSG00000084925	14	1810062O18Rik
1810063B05Rik	NA	NA	NA	1810063B05Rik
1810063B07Rik	NA	NA	NA	1810063B07Rik
1810063I02Rik	1810063I02Rik	ENSMUSG00000085551	11	1810063I02Rik
1810064F22Rik	1810064F22Rik	ENSMUSG00000090925	9	1810064F22Rik
1810065E05Rik	1810065E05Rik	ENSMUSG00000013653	11	1810065E05Rik
1810074P20Rik	NA	NA	NA	1810074P20Rik
2010001A14Rik	2010001A14Rik	ENSMUSG00000087165	11	2010001A14Rik
2010001E11Rik	NA	NA	NA	2010001E11Rik
2010001K21Rik	2010001K21Rik	ENSMUSG00000051606	13	2010001K21Rik
2010001M06Rik	NA	NA	NA	2010001M06Rik
2010001M09Rik	NA	NA	NA	2010001M09Rik
2010002M12Rik	NA	NA	NA	2010002M12Rik
2010002N04Rik	NA	NA	NA	2010002N04Rik
2010003K11Rik	2010003K11Rik	ENSMUSG00000042041	19	2010003K11Rik
2010003O02Rik	NA	NA	NA	2010003O02Rik
2010005H15Rik	2010005H15Rik	ENSMUSG00000095620	16	2010005H15Rik
2010007H06Rik	2010007H06Rik	ENSMUSG00000044694	9	2010007H06Rik
2010007H12Rik	NA	NA	NA	2010007H12Rik
2010011I20Rik	NA	NA	NA	2010011I20Rik
2010012O05Rik	NA	NA	NA	2010012O05Rik
2010012P19Rik	NA	NA	NA	2010012P19Rik
2010013B24Rik	2010013B24Rik	ENSMUSG00000087277	6	2010013B24Rik
2010015L04Rik	NA	NA	NA	2010015L04Rik
2010015M23Rik	2010015M23Rik	ENSMUSG00000102444	CHR_MG3829_PATCH	2010015M23Rik
2010016I18Rik	2010016I18Rik	ENSMUSG00000091575	3	2010016I18Rik
2010106E10Rik	2010106E10Rik	ENSMUSG00000025528	X	2010106E10Rik
2010106G01Rik	NA	NA	NA	2010106G01Rik
2010107E04Rik	NA	NA	NA	2010107E04Rik
2010107G12Rik	NA	NA	NA	2010107G12Rik
2010107G23Rik	NA	NA	NA	2010107G23Rik
2010107H07Rik	NA	NA	NA	2010107H07Rik
2010109A12Rik	2010109A12Rik	ENSMUSG00000029384	5	2010109A12Rik
2010109I03Rik	2010109I03Rik	ENSMUSG00000063522	15	2010109I03Rik
2010109K11Rik	NA	NA	NA	2010109K11Rik
2010110K18Rik	2010110K18Rik	ENSMUSG00000097755	18	2010110K18Rik
2010110P09Rik	NA	NA	NA	2010110P09Rik
2010111I01Rik	2010111I01Rik	ENSMUSG00000021458	13	2010111I01Rik
2010204K13Rik	2010204K13Rik	ENSMUSG00000063018	X	2010204K13Rik
2010300C02Rik	2010300C02Rik	ENSMUSG00000026090	1	2010300C02Rik
2010300F17Rik	2010300F17Rik	ENSMUSG00000097289	11	2010300F17Rik
2010305A19Rik	NA	NA	NA	2010305A19Rik
2010317E24Rik	NA	NA	NA	2010317E24Rik
2010320O07Rik	2010320O07Rik	ENSMUSG00000089983	18	2010320O07Rik
2010321M09Rik	NA	NA	NA	2010321M09Rik
2200002D01Rik	2200002D01Rik	ENSMUSG00000030587	7	2200002D01Rik
2200002J24Rik	2200002J24Rik	ENSMUSG00000013083	7	2200002J24Rik
2200002K05Rik	NA	NA	NA	2200002K05Rik
2210008F06Rik	2210008F06Rik	ENSMUSG00000097165	11	2210008F06Rik
2210009G21Rik	NA	NA	NA	2210009G21Rik
2210010C04Rik	2210010C04Rik	ENSMUSG00000029882	6	2210010C04Rik
2210010C17Rik	NA	NA	NA	2210010C17Rik
2210011C24Rik	2210011C24Rik	ENSMUSG00000074217	8	2210011C24Rik
2210012G02Rik	NA	NA	NA	2210012G02Rik
2210013O21Rik	NA	NA	NA	2210013O21Rik
2210015D19Rik	NA	NA	NA	2210015D19Rik
2210016F16Rik	2210016F16Rik	ENSMUSG00000021550	13	2210016F16Rik
2210016L21Rik	2210016L21Rik	ENSMUSG00000029559	5	2210016L21Rik
2210018M11Rik	NA	NA	NA	2210018M11Rik
2210019I11Rik	NA	NA	NA	2210019I11Rik
2210020M01Rik	NA	NA	NA	2210020M01Rik
2210021J22Rik	NA	NA	NA	2210021J22Rik
2210403K04Rik	NA	NA	NA	2210403K04Rik
2210404J11Rik	NA	NA	NA	2210404J11Rik
2210404O07Rik	NA	NA	NA	2210404O07Rik
2210404O09Rik	NA	NA	NA	2210404O09Rik
2210406O10Rik	2210406O10Rik	ENSMUSG00000039563	5	2210406O10Rik
2210407C18Rik	2210407C18Rik	ENSMUSG00000037145	11	2210407C18Rik
2210408F21Rik	2210408F21Rik	ENSMUSG00000087380	6	2210408F21Rik
2210408I21Rik	2210408I21Rik	ENSMUSG00000071252	13	2210408I21Rik
2210409E12Rik	2210409E12Rik	ENSMUSG00000081766	11	2210409E12Rik
2210411K11Rik	NA	NA	NA	2210411K11Rik
2210411M09Rik	2210411M09Rik	ENSMUSG00000085563	1	2210411M09Rik
2210414B05Rik	2210414B05Rik	ENSMUSG00000085394	4	2210414B05Rik
2210415F13Rik	NA	NA	NA	2210415F13Rik
2210416O15Rik	NA	NA	NA	2210416O15Rik
2210417A02Rik	2210417A02Rik	ENSMUSG00000086494	5	2210417A02Rik
2210417K05Rik	NA	NA	NA	2210417K05Rik
2210418O10Rik	2210418O10Rik	ENSMUSG00000078894	2	2210418O10Rik
2300002M23Rik	2300002M23Rik	ENSMUSG00000039269	17	2300002M23Rik
2300003K06Rik	2300003K06Rik	ENSMUSG00000078257	11	2300003K06Rik
2300005B03Rik	NA	NA	NA	2300005B03Rik
2300009A05Rik	2300009A05Rik	ENSMUSG00000032403	9	2300009A05Rik
2310001A20Rik	NA	NA	NA	2310001A20Rik
2310001H17Rik	2310001H17Rik	ENSMUSG00000097354	6	2310001H17Rik
2310001H18Rik	NA	NA	NA	2310001H18Rik
2310001K24Rik	2310001K24Rik	ENSMUSG00000053353	2	2310001K24Rik
2310002F09Rik	2310002F09Rik	ENSMUSG00000097178	7	2310002F09Rik
2310002J15Rik	NA	NA	NA	2310002J15Rik
2310002L09Rik	2310002L09Rik	ENSMUSG00000028396	4	2310002L09Rik
2310002L13Rik	NA	NA	NA	2310002L13Rik
2310003C23Rik	NA	NA	NA	2310003C23Rik
2310003F16Rik	NA	NA	NA	2310003F16Rik
2310003H01Rik	NA	NA	NA	2310003H01Rik
2310003L06Rik	2310003L06Rik	ENSMUSG00000007457	5	2310003L06Rik
2310003L22Rik	NA	NA	NA	2310003L22Rik
2310004I24Rik	NA	NA	NA	2310004I24Rik
2310004N24Rik	NA	NA	NA	2310004N24Rik
2310005A03Rik	2310005A03Rik	ENSMUSG00000087254	2	2310005A03Rik
2310005G13Rik	NA	NA	NA	2310005G13Rik
2310006M14Rik	NA	NA	NA	2310006M14Rik
2310007B03Rik	2310007B03Rik	ENSMUSG00000034159	1	2310007B03Rik
2310007L24Rik	NA	NA	NA	2310007L24Rik
2310008H04Rik	NA	NA	NA	2310008H04Rik
2310008H09Rik	NA	NA	NA	2310008H09Rik
2310009B15Rik	2310009B15Rik	ENSMUSG00000079283	1	2310009B15Rik
2310010G23Rik	NA	NA	NA	2310010G23Rik
2310010J17Rik	2310010J17Rik	ENSMUSG00000097162	7	2310010J17Rik
2310010M20Rik	NA	NA	NA	2310010M20Rik
2310011J03Rik	2310011J03Rik	ENSMUSG00000020133	10	2310011J03Rik
2310014F06Rik	2310014F06Rik	ENSMUSG00000085945	7	2310014F06Rik
2310014H01Rik	NA	NA	NA	2310014H01Rik
2310014L17Rik	NA	NA	NA	2310014L17Rik
2310015A10Rik	2310015A10Rik	ENSMUSG00000097729	12	2310015A10Rik
2310015B20Rik	NA	NA	NA	2310015B20Rik
2310016C08Rik	NA	NA	NA	2310016C08Rik
2310016D23Rik	2310016D23Rik	ENSMUSG00000085965	1	2310016D23Rik
2310016G11Rik	2310016G11Rik	ENSMUSG00000070574	7	2310016G11Rik
2310016M24Rik	NA	NA	NA	2310016M24Rik
2310021P13Rik	NA	NA	NA	2310021P13Rik
2310022A10Rik	2310022A10Rik	ENSMUSG00000049643	7	2310022A10Rik
2310022B05Rik	2310022B05Rik	ENSMUSG00000031983	8	2310022B05Rik
2310026I22Rik	2310026I22Rik	ENSMUSG00000097710	18	2310026I22Rik
2310026L22Rik	2310026L22Rik	ENSMUSG00000078519	4	2310026L22Rik
2310028H24Rik	NA	NA	NA	2310028H24Rik
2310028O11Rik	NA	NA	NA	2310028O11Rik
2310030G06Rik	2310030G06Rik	ENSMUSG00000032062	9	2310030G06Rik
2310030N02Rik	NA	NA	NA	2310030N02Rik
2310031A07Rik	2310031A07Rik	ENSMUSG00000097457	11	2310031A07Rik
2310033E01Rik	NA	NA	NA	2310033E01Rik
2310033P09Rik	2310033P09Rik	ENSMUSG00000020441	11	2310033P09Rik
2310034C09Rik	2310034C09Rik	ENSMUSG00000068078	16	2310034C09Rik
2310035C23Rik	NA	NA	NA	2310035C23Rik
2310035K24Rik	NA	NA	NA	2310035K24Rik
2310036O22Rik	NA	NA	NA	2310036O22Rik
2310037I24Rik	NA	NA	NA	2310037I24Rik
2310039H08Rik	2310039H08Rik	ENSMUSG00000062619	17	2310039H08Rik
2310040G07Rik	2310040G07Rik	ENSMUSG00000072852	5	2310040G07Rik
2310042D19Rik	NA	NA	NA	2310042D19Rik
2310042E22Rik	NA	NA	NA	2310042E22Rik
2310043D23Rik	NA	NA	NA	2310043D23Rik
2310043J07Rik	NA	NA	NA	2310043J07Rik
2310043M15Rik	2310043M15Rik	ENSMUSG00000097768	16	2310043M15Rik
2310044G17Rik	NA	NA	NA	2310044G17Rik
2310044H10Rik	NA	NA	NA	2310044H10Rik
2310044K18Rik	2310044K18Rik	ENSMUSG00000085080	7	2310044K18Rik
2310045N01Rik	NA	NA	NA	2310045N01Rik
2310046A06Rik	NA	NA	NA	2310046A06Rik
2310046K01Rik	NA	NA	NA	2310046K01Rik
2310046O06Rik	NA	NA	NA	2310046O06Rik
2310047B19Rik	NA	NA	NA	2310047B19Rik
2310047M10Rik	NA	NA	NA	2310047M10Rik
2310050B05Rik	NA	NA	NA	2310050B05Rik
2310050C09Rik	2310050C09Rik	ENSMUSG00000090314	3	2310050C09Rik
2310057J18Rik	2310057J18Rik	ENSMUSG00000015519	10	2310057J18Rik
2310057M21Rik	2310057M21Rik	ENSMUSG00000040177	7	2310057M21Rik
2310057N15Rik	2310057N15Rik	ENSMUSG00000048830	16	2310057N15Rik
2310058D17Rik	2310058D17Rik	ENSMUSG00000085379	11	2310058D17Rik
2310061C15Rik	NA	NA	NA	2310061C15Rik
2310061I04Rik	2310061I04Rik	ENSMUSG00000050705	17	2310061I04Rik
2310061N02Rik	2310061N02Rik	ENSMUSG00000050704	16	2310061N02Rik
2310065F04Rik	2310065F04Rik	ENSMUSG00000087410	11	2310065F04Rik
2310067B10Rik	NA	NA	NA	2310067B10Rik
2310069G16Rik	NA	NA	NA	2310069G16Rik
2310075C17Rik	2310075C17Rik	ENSMUSG00000089718	9	2310075C17Rik
2310079F23Rik	NA	NA	NA	2310079F23Rik
2310079G19Rik	2310079G19Rik	ENSMUSG00000045331	16	2310079G19Rik
2310081O03Rik	2310081O03Rik	ENSMUSG00000085020	4	2310081O03Rik
2400001E08Rik	NA	NA	NA	2400001E08Rik
2400003C14Rik	NA	NA	NA	2400003C14Rik
2400009B08Rik	NA	NA	NA	2400009B08Rik
2410001C21Rik	NA	NA	NA	2410001C21Rik
2410002F23Rik	2410002F23Rik	ENSMUSG00000045411	7	2410002F23Rik
2410002I01Rik	NA	NA	NA	2410002I01Rik
2410002O22Rik	NA	NA	NA	2410002O22Rik
2410003K15Rik	NA	NA	NA	2410003K15Rik
2410003L11Rik	2410003L11Rik	ENSMUSG00000085860	11	2410003L11Rik
2410004A20Rik	NA	NA	NA	2410004A20Rik
2410004B18Rik	2410004B18Rik	ENSMUSG00000036873	3	2410004B18Rik
2410004I01Rik	2410004I01Rik	ENSMUSG00000085338	11	2410004I01Rik
2410004N09Rik	NA	NA	NA	2410004N09Rik
2410004P03Rik	2410004P03Rik	ENSMUSG00000071398	12	2410004P03Rik
2410006H16Rik	2410006H16Rik	ENSMUSG00000086841	11	2410006H16Rik
2410012M07Rik	NA	NA	NA	2410012M07Rik
2410015M20Rik	2410015M20Rik	ENSMUSG00000049760	17	2410015M20Rik
2410016O06Rik	NA	NA	NA	2410016O06Rik
2410017I17Rik	2410017I17Rik	ENSMUSG00000038311	17	2410017I17Rik
2410017P09Rik	NA	NA	NA	2410017P09Rik
2410018L13Rik	2410018L13Rik	ENSMUSG00000073164	12	2410018L13Rik
2410018M08Rik	NA	NA	NA	2410018M08Rik
2410019O14Rik	NA	NA	NA	2410019O14Rik
2410022L05Rik	NA	NA	NA	2410022L05Rik
2410024N13Rik	2410024N13Rik	ENSMUSG00000054379	3	2410024N13Rik
2410042D21Rik	NA	NA	NA	2410042D21Rik
2410057H14Rik	NA	NA	NA	2410057H14Rik
2410066E13Rik	NA	NA	NA	2410066E13Rik
2410075B13Rik	NA	NA	NA	2410075B13Rik
2410076I21Rik	NA	NA	NA	2410076I21Rik
2410080I02Rik	2410080I02Rik	ENSMUSG00000044387	19	2410080I02Rik
2410089E03Rik	NA	NA	NA	2410089E03Rik
2410091C18Rik	NA	NA	NA	2410091C18Rik
2410114N07Rik	NA	NA	NA	2410114N07Rik
2410124H12Rik	2410124H12Rik	ENSMUSG00000051297	16	2410124H12Rik
2410127L17Rik	NA	NA	NA	2410127L17Rik
2410131K14Rik	2410131K14Rik	ENSMUSG00000032840	5	2410131K14Rik
2410133F24Rik	NA	NA	NA	2410133F24Rik
