ensembl_gene_id	chromosome_name
YMR223W	YMR223W	XIII
YMR224C	YMR224C	XIII
YMR225C	YMR225C	XIII
YMR226C	YMR226C	XIII
YMR227C	YMR227C	XIII
YMR228W	YMR228W	XIII
YMR229C	YMR229C	XIII
YMR230W	YMR230W	XIII
YMR230W.A	YMR230W.A	NA
YMR231W	YMR231W	XIII
YMR232W	YMR232W	XIII
YMR233W	YMR233W	XIII
YMR234W	YMR234W	XIII
YMR235C	YMR235C	XIII
YMR236W	YMR236W	XIII
YMR237W	YMR237W	XIII
YMR238W	YMR238W	XIII
YMR239C	YMR239C	XIII
YMR240C	YMR240C	XIII
YMR241W	YMR241W	XIII
YMR242C	YMR242C	XIII
YMR242W.A	YMR242W.A	NA
YMR243C	YMR243C	XIII
YMR244W	YMR244W	XIII
YMR244C.A	YMR244C.A	NA
YMR245W	YMR245W	XIII
YMR246W	YMR246W	XIII
snR86	snR86	XIII
YMR247C	YMR247C	XIII
YMR247W.A	YMR247W.A	NA
YMR250W	YMR250W	XIII
YMR251W	YMR251W	XIII
YMR251W.A	YMR251W.A	NA
YMR252C	YMR252C	XIII
YMR253C	YMR253C	XIII
YMR254C	YMR254C	XIII
YMR255W	YMR255W	XIII
YMR256C	YMR256C	XIII
YMR257C	YMR257C	XIII
YMR258C	YMR258C	XIII
YMR259C	YMR259C	XIII
YMR260C	YMR260C	XIII
YMR261C	YMR261C	XIII
YMR262W	YMR262W	XIII
YMR263W	YMR263W	XIII
YMR264W	YMR264W	XIII
YMR265C	YMR265C	XIII
YMR266W	YMR266W	XIII
YMR267W	YMR267W	XIII
YMR268C	YMR268C	XIII
YMR269W	YMR269W	XIII
YMR270C	YMR270C	XIII
YMR271C	YMR271C	XIII
YMR272C	YMR272C	XIII
YMR272W.A	YMR272W.A	NA
YMR272W.B	YMR272W.B	NA
YMR273C	YMR273C	XIII
YMR274C	YMR274C	XIII
YMR275C	YMR275C	XIII
YMR276W	YMR276W	XIII
YMR277W	YMR277W	XIII
YMR278W	YMR278W	XIII
YMR279C	YMR279C	XIII
YMR280C	YMR280C	XIII
YMR281W	YMR281W	XIII
YMR282C	YMR282C	XIII
YMR283C	YMR283C	XIII
YMR284W	YMR284W	XIII
YMR285C	YMR285C	XIII
YMR286W	YMR286W	XIII
YMR287C	YMR287C	XIII
YMR288W	YMR288W	XIII
YMR289W	YMR289W	XIII
YMR290C	YMR290C	XIII
YMR290W.A	YMR290W.A	NA
YMR291W	YMR291W	XIII
YMR292W	YMR292W	XIII
YMR293C	YMR293C	XIII
YMR294W	YMR294W	XIII
YMR294W.A	YMR294W.A	NA
YMR295C	YMR295C	XIII
YMR296C	YMR296C	XIII
YMR297W	YMR297W	XIII
YMR298W	YMR298W	XIII
YMR299C	YMR299C	XIII
YMR300C	YMR300C	XIII
YMR301C	YMR301C	XIII
YMR302C	YMR302C	XIII
YMR303C	YMR303C	XIII
YMR304W	YMR304W	XIII
YMR304C.A	YMR304C.A	NA
YMR305C	YMR305C	XIII
YMR306W	YMR306W	XIII
YMR306C.A	YMR306C.A	NA
YMR307W	YMR307W	XIII
YMR307C.A	YMR307C.A	NA
YMR308C	YMR308C	XIII
YMR309C	YMR309C	XIII
YMR310C	YMR310C	XIII
YMR311C	YMR311C	XIII
YMR312W	YMR312W	XIII
YMR313C	YMR313C	XIII
YMR314W	YMR314W	XIII
YMR315W	YMR315W	XIII
YMR315W.A	YMR315W.A	NA
YMR316W	YMR316W	XIII
YMR316C.A	YMR316C.A	NA
YMR316C.B	YMR316C.B	NA
YMR317W	YMR317W	XIII
YMR318C	YMR318C	XIII
YMR319C	YMR319C	XIII
YMR320W	YMR320W	XIII
YMR321C	YMR321C	XIII
YMR322C	YMR322C	XIII
YMR323W	YMR323W	XIII
YMR324C	YMR324C	XIII
YMR325W	YMR325W	XIII
YMR326C	YMR326C	XIII
YBL113C	YBL113C	II
YBL113W.A	YBL113W.A	NA
YBL112C	YBL112C	II
YBL111C	YBL111C	II
YBL109W	YBL109W	II
YBL108C.A	YBL108C.A	NA
YBL108W	YBL108W	II
YBL107W.A	YBL107W.A	NA
YBL107C	YBL107C	II
YBL106C	YBL106C	II
YBL105C	YBL105C	II
YBL104C	YBL104C	II
YBL103C	YBL103C	II
YBL102W	YBL102W	II
YBL101C	YBL101C	II
YBL100W.C	YBL100W.C	NA
YBL100W.B	YBL100W.B	NA
YBL100W.A	YBL100W.A	NA
YBL100C	YBL100C	II
YBL099W	YBL099W	II
YBL098W	YBL098W	II
YBL097W	YBL097W	II
YBL096C	YBL096C	II
YBL095W	YBL095W	II
YBL094C	YBL094C	II
YBL093C	YBL093C	II
YBL092W	YBL092W	II
YBL091C.A	YBL091C.A	NA
YBL091C	YBL091C	II
YBL090W	YBL090W	II
YBL089W	YBL089W	II
YBL088C	YBL088C	II
YBL087C	YBL087C	II
YBL086C	YBL086C	II
YBL085W	YBL085W	II
YBL084C	YBL084C	II
YBL083C	YBL083C	II
YBL082C	YBL082C	II
YBL081W	YBL081W	II
YBL080C	YBL080C	II
YBL079W	YBL079W	II
YBL078C	YBL078C	II
YBL077W	YBL077W	II
YBL076C	YBL076C	II
YBL075C	YBL075C	II
YBL074C	YBL074C	II
YBL073W	YBL073W	II
snR56	snR56	II
YBL072C	YBL072C	II
YBL071C.B	YBL071C.B	NA
YBL071W.A	YBL071W.A	NA
YBL071C	YBL071C	II
YBL070C	YBL070C	II
YBL069W	YBL069W	II
YBL068W.A	YBL068W.A	NA
YBL068W	YBL068W	II
YBL067C	YBL067C	II
YBL066C	YBL066C	II
YBL065W	YBL065W	II
YBL064C	YBL064C	II
YBL063W	YBL063W	II
YBL062W	YBL062W	II
YBL061C	YBL061C	II
YBL060W	YBL060W	II
YBL059C.A	YBL059C.A	NA
YBL059W	YBL059W	II
YBL058W	YBL058W	II
YBL057C	YBL057C	II
YBL056W	YBL056W	II
YBL055C	YBL055C	II
YBL054W	YBL054W	II
YBL053W	YBL053W	II
YBL052C	YBL052C	II
YBL051C	YBL051C	II
YBL050W	YBL050W	II
YBL049W	YBL049W	II
YBL048W	YBL048W	II
YBL047C	YBL047C	II
YBL046W	YBL046W	II
YBL045C	YBL045C	II
YBL044W	YBL044W	II
YBL043W	YBL043W	II
YBL042C	YBL042C	II
YBL041W	YBL041W	II
YBL040C	YBL040C	II
YBL039W.B	YBL039W.B	NA
YBL039C	YBL039C	II
YBL039C.A	YBL039C.A	NA
YBL038W	YBL038W	II
YBL037W	YBL037W	II
YBL036C	YBL036C	II
YBL035C	YBL035C	II
YBL034C	YBL034C	II
YBL033C	YBL033C	II
YBL032W	YBL032W	II
YBL031W	YBL031W	II
YBL030C	YBL030C	II
YBL029C.A	YBL029C.A	NA
YBL029W	YBL029W	II
YBL028C	YBL028C	II
YBL027W	YBL027W	II
YBL026W	YBL026W	II
YBL025W	YBL025W	II
YBL024W	YBL024W	II
YBL023C	YBL023C	II
YBL022C	YBL022C	II
YBL021C	YBL021C	II
YBL020W	YBL020W	II
YBL019W	YBL019W	II
YBL018C	YBL018C	II
YBL017C	YBL017C	II
YBL016W	YBL016W	II
YBL015W	YBL015W	II
YBL014C	YBL014C	II
YBL013W	YBL013W	II
YBL012C	YBL012C	II
YBL011W	YBL011W	II
YBL010C	YBL010C	II
YBL009W	YBL009W	II
YBL008W.A	YBL008W.A	NA
YBL008W	YBL008W	II
YBL007C	YBL007C	II
YBL006C	YBL006C	II
YBL006W.A	YBL006W.A	NA
YBL005W	YBL005W	II
YBL005W.A	YBL005W.A	NA
YBL005W.B	YBL005W.B	NA
YBL004W	YBL004W	II
YBL003C	YBL003C	II
YBL002W	YBL002W	II
YBL001C	YBL001C	II
YBR001C	YBR001C	II
YBR002C	YBR002C	II
YBR003W	YBR003W	II
YBR004C	YBR004C	II
YBR005W	YBR005W	II
YBR006W	YBR006W	II
YBR007C	YBR007C	II
YBR008C	YBR008C	II
YBR009C	YBR009C	II
YBR010W	YBR010W	II
YBR011C	YBR011C	II
YBR012C	YBR012C	II
YBR012W.A	YBR012W.A	NA
YBR012W.B	YBR012W.B	NA
YBR013C	YBR013C	II
YBR014C	YBR014C	II
YBR015C	YBR015C	II
YBR016W	YBR016W	II
YBR017C	YBR017C	II
YBR018C	YBR018C	II
YBR019C	YBR019C	II
YBR020W	YBR020W	II
YBR021W	YBR021W	II
YBR022W	YBR022W	II
YBR023C	YBR023C	II
YBR024W	YBR024W	II
YBR025C	YBR025C	II
YBR026C	YBR026C	II
YBR027C	YBR027C	II
YBR028C	YBR028C	II
YBR029C	YBR029C	II
YBR030W	YBR030W	II
YBR031W	YBR031W	II
YBR032W	YBR032W	II
YBR033W	YBR033W	II
YBR034C	YBR034C	II
YBR035C	YBR035C	II
snR161	snR161	II
TLC1	TLC1	NA
YBR036C	YBR036C	II
YBR037C	YBR037C	II
YBR038W	YBR038W	II
YBR039W	YBR039W	II
YBR040W	YBR040W	II
YBR041W	YBR041W	II
YBR042C	YBR042C	II
YBR043C	YBR043C	II
YBR044C	YBR044C	II
YBR045C	YBR045C	II
YBR046C	YBR046C	II
YBR047W	YBR047W	II
YBR048W	YBR048W	II
YBR049C	YBR049C	II
YBR050C	YBR050C	II
YBR051W	YBR051W	II
YBR052C	YBR052C	II
YBR053C	YBR053C	II
YBR054W	YBR054W	II
YBR055C	YBR055C	II
YBR056W	YBR056W	II
YBR056W.A	YBR056W.A	NA
YBR056C.B	YBR056C.B	NA
YBR057C	YBR057C	II
YBR058C	YBR058C	II
YBR058C.A	YBR058C.A	NA
YBR059C	YBR059C	II
YBR060C	YBR060C	II
YBR061C	YBR061C	II
YBR062C	YBR062C	II
YBR063C	YBR063C	II
YBR064W	YBR064W	II
YBR065C	YBR065C	II
YBR066C	YBR066C	II
YBR067C	YBR067C	II
YBR068C	YBR068C	II
YBR069C	YBR069C	II
YBR070C	YBR070C	II
YBR071W	YBR071W	II
YBR072W	YBR072W	II
YBR072C.A	YBR072C.A	NA
YBR073W	YBR073W	II
YBR074W	YBR074W	II
YBR076W	YBR076W	II
YBR076C.A	YBR076C.A	NA
YBR077C	YBR077C	II
YBR078W	YBR078W	II
YBR079C	YBR079C	II
YBR080C	YBR080C	II
YBR081C	YBR081C	II
YBR082C	YBR082C	II
YBR083W	YBR083W	II
YBR084W	YBR084W	II
YBR084C.A	YBR084C.A	NA
YBR085W	YBR085W	II
YBR085C.A	YBR085C.A	NA
YBR086C	YBR086C	II
YBR087W	YBR087W	II
YBR088C	YBR088C	II
YBR089W	YBR089W	II
YBR089C.A	YBR089C.A	NA
YBR090C	YBR090C	II
YBR091C	YBR091C	II
YBR092C	YBR092C	II
YBR093C	YBR093C	II
YBR094W	YBR094W	II
YBR095C	YBR095C	II
YBR096W	YBR096W	II
YBR097W	YBR097W	II
YBR098W	YBR098W	II
YBR099C	YBR099C	II
YBR101C	YBR101C	II
YBR102C	YBR102C	II
YBR103W	YBR103W	II
YBR103C.A	YBR103C.A	NA
YBR104W	YBR104W	II
YBR105C	YBR105C	II
YBR106W	YBR106W	II
YBR107C	YBR107C	II
YBR108W	YBR108W	II
YBR109C	YBR109C	II
YBR109W.A	YBR109W.A	NA
YBR110W	YBR110W	II
YBR111C	YBR111C	II
YBR111W.A	YBR111W.A	NA
YBR112C	YBR112C	II
YBR113W	YBR113W	II
YBR114W	YBR114W	II
YBR115C	YBR115C	II
YBR116C	YBR116C	II
YBR117C	YBR117C	II
YBR118W	YBR118W	II
YBR119W	YBR119W	II
YBR120C	YBR120C	II
YBR121C	YBR121C	II
YBR121C.A	YBR121C.A	NA
YBR122C	YBR122C	II
YBR123C	YBR123C	II
YBR124W	YBR124W	II
YBR125C	YBR125C	II
YBR126C	YBR126C	II
YBR126W.A	YBR126W.A	NA
YBR126W.B	YBR126W.B	NA
YBR127C	YBR127C	II
YBR128C	YBR128C	II
YBR129C	YBR129C	II
YBR130C	YBR130C	II
YBR131W	YBR131W	II
YBR131C.A	YBR131C.A	NA
YBR132C	YBR132C	II
YBR133C	YBR133C	II
YBR134W	YBR134W	II
YBR135W	YBR135W	II
YBR136W	YBR136W	II
YBR137W	YBR137W	II
YBR138C	YBR138C	II
YBR139W	YBR139W	II
YBR140C	YBR140C	II
YBR141C	YBR141C	II
YBR141W.A	YBR141W.A	NA
YBR142W	YBR142W	II
YBR143C	YBR143C	II
YBR144C	YBR144C	II
YBR145W	YBR145W	II
YBR146W	YBR146W	II
YBR147W	YBR147W	II
YBR148W	YBR148W	II
YBR149W	YBR149W	II
YBR150C	YBR150C	II
YBR151W	YBR151W	II
YBR152W	YBR152W	II
YBR153W	YBR153W	II
YBR154C	YBR154C	II
YBR155W	YBR155W	II
YBR156C	YBR156C	II
YBR157C	YBR157C	II
YBR158W	YBR158W	II
YBR159W	YBR159W	II
YBR160W	YBR160W	II
YBR161W	YBR161W	II
YBR162C	YBR162C	II
YBR162W.A	YBR162W.A	NA
YBR163W	YBR163W	II
YBR164C	YBR164C	II
YBR165W	YBR165W	II
YBR166C	YBR166C	II
YBR167C	YBR167C	II
YBR168W	YBR168W	II
YBR169C	YBR169C	II
YBR170C	YBR170C	II
YBR171W	YBR171W	II
YBR172C	YBR172C	II
YBR173C	YBR173C	II
YBR174C	YBR174C	II
YBR175W	YBR175W	II
YBR176W	YBR176W	II
YBR177C	YBR177C	II
YBR178W	YBR178W	II
YBR179C	YBR179C	II
YBR180W	YBR180W	II
YBR181C	YBR181C	II
YBR182C	YBR182C	II
YBR182C.A	YBR182C.A	NA
YBR183W	YBR183W	II
YBR184W	YBR184W	II
YBR185C	YBR185C	II
YBR186W	YBR186W	II
YBR187W	YBR187W	II
YBR188C	YBR188C	II
YBR189W	YBR189W	II
YBR190W	YBR190W	II
YBR191W	YBR191W	II
YBR191W.A	YBR191W.A	NA
YBR192W	YBR192W	II
YBR193C	YBR193C	II
YBR194W	YBR194W	II
YBR195C	YBR195C	II
YBR196C	YBR196C	II
YBR196C.A	YBR196C.A	NA
YBR196C.B	YBR196C.B	NA
YBR197C	YBR197C	II
YBR198C	YBR198C	II
YBR199W	YBR199W	II
YBR200W	YBR200W	II
YBR200W.A	YBR200W.A	NA
YBR201W	YBR201W	II
YBR201C.A	YBR201C.A	NA
YBR202W	YBR202W	II
YBR203W	YBR203W	II
YBR204C	YBR204C	II
YBR205W	YBR205W	II
YBR206W	YBR206W	II
YBR207W	YBR207W	II
YBR208C	YBR208C	II
YBR209W	YBR209W	II
YBR210W	YBR210W	II
YBR211C	YBR211C	II
YBR212W	YBR212W	II
YBR213W	YBR213W	II
YBR214W	YBR214W	II
YBR215W	YBR215W	II
YBR216C	YBR216C	II
YBR217W	YBR217W	II
YBR218C	YBR218C	II
YBR219C	YBR219C	II
YBR220C	YBR220C	II
YBR221C	YBR221C	II
YBR221W.A	YBR221W.A	NA
YBR222C	YBR222C	II
YBR223C	YBR223C	II
YBR223W.A	YBR223W.A	NA
YBR224W	YBR224W	II
YBR225W	YBR225W	II
YBR226C	YBR226C	II
YBR227C	YBR227C	II
YBR228W	YBR228W	II
YBR229C	YBR229C	II
YBR230C	YBR230C	II
YBR230W.A	YBR230W.A	NA
LSR1	LSR1	II
YBR231C	YBR231C	II
YBR232C	YBR232C	II
YBR233W	YBR233W	II
YBR233W.A	YBR233W.A	NA
YBR234C	YBR234C	II
YBR235W	YBR235W	II
YBR236C	YBR236C	II
YBR237W	YBR237W	II
YBR238C	YBR238C	II
YBR239C	YBR239C	II
YBR240C	YBR240C	II
YBR241C	YBR241C	II
YBR242W	YBR242W	II
YBR243C	YBR243C	II
YBR244W	YBR244W	II
YBR245C	YBR245C	II
YBR246W	YBR246W	II
YBR247C	YBR247C	II
YBR248C	YBR248C	II
YBR249C	YBR249C	II
YBR250W	YBR250W	II
YBR251W	YBR251W	II
YBR252W	YBR252W	II
YBR253W	YBR253W	II
YBR254C	YBR254C	II
YBR255W	YBR255W	II
YBR255C.A	YBR255C.A	NA
YBR256C	YBR256C	II
YBR257W	YBR257W	II
YBR258C	YBR258C	II
YBR259W	YBR259W	II
YBR260C	YBR260C	II
YBR261C	YBR261C	II
YBR262C	YBR262C	II
YBR263W	YBR263W	II
YBR264C	YBR264C	II
YBR265W	YBR265W	II
YBR267W	YBR267W	II
YBR266C	YBR266C	II
YBR268W	YBR268W	II
YBR269C	YBR269C	II
YBR270C	YBR270C	II
YBR271W	YBR271W	II
YBR272C	YBR272C	II
YBR273C	YBR273C	II
YBR274W	YBR274W	II
YBR275C	YBR275C	II
YBR276C	YBR276C	II
YBR277C	YBR277C	II
YBR278W	YBR278W	II
YBR279W	YBR279W	II
YBR280C	YBR280C	II
YBR281C	YBR281C	II
YBR282W	YBR282W	II
YBR283C	YBR283C	II
YBR284W	YBR284W	II
YBR285W	YBR285W	II
YBR286W	YBR286W	II
YBR287W	YBR287W	II
YBR288C	YBR288C	II
YBR289W	YBR289W	II
YBR290W	YBR290W	II
YBR291C	YBR291C	II
YBR292C	YBR292C	II
YBR293W	YBR293W	II
YBR294W	YBR294W	II
YBR295W	YBR295W	II
YBR296C	YBR296C	II
YBR296C.A	YBR296C.A	NA
YBR297W	YBR297W	II
YBR298C	YBR298C	II
YBR298C.A	YBR298C.A	NA
YBR299W	YBR299W	II
YBR300C	YBR300C	II
YBR301W	YBR301W	II
YBR302C	YBR302C	II
YNL339C	YNL339C	XIV
YNL339W.B	YNL339W.B	NA
YNL339W.A	YNL339W.A	NA
YNL338W	YNL338W	XIV
YNL337W	YNL337W	XIV
YNL336W	YNL336W	XIV
YNL335W	YNL335W	XIV
YNL334C	YNL334C	XIV
YNL333W	YNL333W	XIV
YNL332W	YNL332W	XIV
YNL331C	YNL331C	XIV
YNL330C	YNL330C	XIV
YNL329C	YNL329C	XIV
YNL328C	YNL328C	XIV
YNL327W	YNL327W	XIV
YNL326C	YNL326C	XIV
YNL325C	YNL325C	XIV
YNL324W	YNL324W	XIV
YNL323W	YNL323W	XIV
YNL322C	YNL322C	XIV
YNL321W	YNL321W	XIV
YNL320W	YNL320W	XIV
YNL319W	YNL319W	XIV
YNL318C	YNL318C	XIV
YNL317W	YNL317W	XIV
YNL316C	YNL316C	XIV
YNL315C	YNL315C	XIV
YNL314W	YNL314W	XIV
YNL313C	YNL313C	XIV
YNL312W	YNL312W	XIV
YNL311C	YNL311C	XIV
YNL310C	YNL310C	XIV
YNL309W	YNL309W	XIV
YNL308C	YNL308C	XIV
YNL307C	YNL307C	XIV
YNL306W	YNL306W	XIV
YNL305C	YNL305C	XIV
YNL304W	YNL304W	XIV
YNL303W	YNL303W	XIV
YNL302C	YNL302C	XIV
YNL301C	YNL301C	XIV
YNL300W	YNL300W	XIV
YNL299W	YNL299W	XIV
YNL298W	YNL298W	XIV
YNL297C	YNL297C	XIV
YNL296W	YNL296W	XIV
YNL295W	YNL295W	XIV
YNL294C	YNL294C	XIV
YNL293W	YNL293W	XIV
YNL292W	YNL292W	XIV
YNL291C	YNL291C	XIV
YNL290W	YNL290W	XIV
YNL289W	YNL289W	XIV
snR40	snR40	XIV
YNL288W	YNL288W	XIV
YNL287W	YNL287W	XIV
YNL286W	YNL286W	XIV
YNL285W	YNL285W	XIV
YNL284C.B	YNL284C.B	NA
YNL284C.A	YNL284C.A	NA
YNL284C	YNL284C	XIV
YNL283C	YNL283C	XIV
YNL282W	YNL282W	XIV
YNL281W	YNL281W	XIV
YNL280C	YNL280C	XIV
YNL279W	YNL279W	XIV
YNL278W	YNL278W	XIV
YNL277W.A	YNL277W.A	NA
YNL277W	YNL277W	XIV
YNL276C	YNL276C	XIV
YNL275W	YNL275W	XIV
YNL274C	YNL274C	XIV
YNL273W	YNL273W	XIV
YNL272C	YNL272C	XIV
YNL271C	YNL271C	XIV
YNL270C	YNL270C	XIV
YNL269W	YNL269W	XIV
YNL268W	YNL268W	XIV
YNL267W	YNL267W	XIV
YNL266W	YNL266W	XIV
YNL265C	YNL265C	XIV
YNL264C	YNL264C	XIV
YNL263C	YNL263C	XIV
YNL262W	YNL262W	XIV
YNL261W	YNL261W	XIV
YNL260C	YNL260C	XIV
YNL259C	YNL259C	XIV
YNL258C	YNL258C	XIV
YNL257C	YNL257C	XIV
YNL256W	YNL256W	XIV
YNL255C	YNL255C	XIV
YNL254C	YNL254C	XIV
YNL253W	YNL253W	XIV
YNL252C	YNL252C	XIV
YNL251C	YNL251C	XIV
YNL250W	YNL250W	XIV
YNL249C	YNL249C	XIV
YNL248C	YNL248C	XIV
YNL247W	YNL247W	XIV
YNL246W	YNL246W	XIV
YNL245C	YNL245C	XIV
YNL244C	YNL244C	XIV
YNL243W	YNL243W	XIV
YNL242W	YNL242W	XIV
YNL241C	YNL241C	XIV
YNL240C	YNL240C	XIV
YNL239W	YNL239W	XIV
YNL238W	YNL238W	XIV
YNL237W	YNL237W	XIV
YNL236W	YNL236W	XIV
YNL235C	YNL235C	XIV
YNL234W	YNL234W	XIV
YNL233W	YNL233W	XIV
YNL232W	YNL232W	XIV
YNL231C	YNL231C	XIV
YNL230C	YNL230C	XIV
YNL229C	YNL229C	XIV
YNL228W	YNL228W	XIV
YNL227C	YNL227C	XIV
YNL226W	YNL226W	XIV
YNL225C	YNL225C	XIV
YNL224C	YNL224C	XIV
YNL223W	YNL223W	XIV
YNL222W	YNL222W	XIV
snR19	snR19	XIV
YNL221C	YNL221C	XIV
YNL220W	YNL220W	XIV
YNL219C	YNL219C	XIV
YNL218W	YNL218W	XIV
YNL217W	YNL217W	XIV
YNL216W	YNL216W	XIV
YNL215W	YNL215W	XIV
YNL214W	YNL214W	XIV
YNL213C	YNL213C	XIV
YNL212W	YNL212W	XIV
YNL211C	YNL211C	XIV
YNL210W	YNL210W	XIV
YNL209W	YNL209W	XIV
YNL208W	YNL208W	XIV
YNL207W	YNL207W	XIV
YNL206C	YNL206C	XIV
YNL205C	YNL205C	XIV
YNL204C	YNL204C	XIV
YNL203C	YNL203C	XIV
YNL202W	YNL202W	XIV
YNL201C	YNL201C	XIV
YNL200C	YNL200C	XIV
YNL199C	YNL199C	XIV
YNL198C	YNL198C	XIV
YNL197C	YNL197C	XIV
YNL196C	YNL196C	XIV
YNL195C	YNL195C	XIV
YNL194C	YNL194C	XIV
YNL193W	YNL193W	XIV
YNL192W	YNL192W	XIV
YNL191W	YNL191W	XIV
YNL190W	YNL190W	XIV
YNL189W	YNL189W	XIV
YNL188W	YNL188W	XIV
YNL187W	YNL187W	XIV
YNL186W	YNL186W	XIV
YNL185C	YNL185C	XIV
YNL184C	YNL184C	XIV
YNL183C	YNL183C	XIV
YNL182C	YNL182C	XIV
YNL181W	YNL181W	XIV
YNL180C	YNL180C	XIV
YNL179C	YNL179C	XIV
YNL178W	YNL178W	XIV
YNL177C	YNL177C	XIV
YNL176C	YNL176C	XIV
YNL175C	YNL175C	XIV
YNL174W	YNL174W	XIV
YNL173C	YNL173C	XIV
YNL172W	YNL172W	XIV
YNL171C	YNL171C	XIV
YNL170W	YNL170W	XIV
YNL169C	YNL169C	XIV
YNL168C	YNL168C	XIV
YNL167C	YNL167C	XIV
YNL166C	YNL166C	XIV
YNL165W	YNL165W	XIV
YNL164C	YNL164C	XIV
YNL163C	YNL163C	XIV
YNL162W.A	YNL162W.A	NA
YNL162W	YNL162W	XIV
YNL161W	YNL161W	XIV
YNL160W	YNL160W	XIV
YNL159C	YNL159C	XIV
YNL158W	YNL158W	XIV
YNL157W	YNL157W	XIV
YNL156C	YNL156C	XIV
YNL155W	YNL155W	XIV
YNL154C	YNL154C	XIV
YNL153C	YNL153C	XIV
YNL152W	YNL152W	XIV
YNL151C	YNL151C	XIV
YNL150W	YNL150W	XIV
YNL149C	YNL149C	XIV
YNL148C	YNL148C	XIV
YNL147W	YNL147W	XIV
YNL146C.A	YNL146C.A	NA
YNL146W	YNL146W	XIV
YNL145W	YNL145W	XIV
YNL144C	YNL144C	XIV
YNL144W.A	YNL144W.A	NA
YNL143C	YNL143C	XIV
YNL142W	YNL142W	XIV
YNL141W	YNL141W	XIV
YNL140C	YNL140C	XIV
YNL139C	YNL139C	XIV
YNL138W.A	YNL138W.A	NA
YNL138W	YNL138W	XIV
YNL137C	YNL137C	XIV
YNL136W	YNL136W	XIV
YNL135C	YNL135C	XIV
YNL134C	YNL134C	XIV
YNL133C	YNL133C	XIV
YNL132W	YNL132W	XIV
YNL131W	YNL131W	XIV
YNL130C	YNL130C	XIV
YNL130C.A	YNL130C.A	NA
YNL129W	YNL129W	XIV
YNL128W	YNL128W	XIV
YNL127W	YNL127W	XIV
YNL126W	YNL126W	XIV
YNL125C	YNL125C	XIV
YNL124W	YNL124W	XIV
YNL123W	YNL123W	XIV
YNL122C	YNL122C	XIV
YNL121C	YNL121C	XIV
YNL120C	YNL120C	XIV
YNL119W	YNL119W	XIV
YNL118C	YNL118C	XIV
YNL117W	YNL117W	XIV
YNL116W	YNL116W	XIV
YNL115C	YNL115C	XIV
YNL114C	YNL114C	XIV
YNL113W	YNL113W	XIV
YNL112W	YNL112W	XIV
YNL111C	YNL111C	XIV
YNL110C	YNL110C	XIV
YNL109W	YNL109W	XIV
YNL108C	YNL108C	XIV
YNL107W	YNL107W	XIV
YNL106C	YNL106C	XIV
YNL105W	YNL105W	XIV
YNL104C	YNL104C	XIV
YNL103W.A	YNL103W.A	NA
YNL103W	YNL103W	XIV
YNL102W	YNL102W	XIV
YNL101W	YNL101W	XIV
YNL100W	YNL100W	XIV
YNL099C	YNL099C	XIV
YNL098C	YNL098C	XIV
YNL097C.B	YNL097C.B	NA
YNL097C	YNL097C	XIV
YNL097W.A	YNL097W.A	NA
YNL096C	YNL096C	XIV
YNL095C	YNL095C	XIV
YNL094W	YNL094W	XIV
YNL093W	YNL093W	XIV
YNL092W	YNL092W	XIV
YNL091W	YNL091W	XIV
YNL090W	YNL090W	XIV
YNL089C	YNL089C	XIV
YNL088W	YNL088W	XIV
YNL087W	YNL087W	XIV
YNL086W	YNL086W	XIV
YNL085W	YNL085W	XIV
YNL084C	YNL084C	XIV
YNL083W	YNL083W	XIV
YNL082W	YNL082W	XIV
YNL081C	YNL081C	XIV
YNL080C	YNL080C	XIV
YNL079C	YNL079C	XIV
YNL078W	YNL078W	XIV
YNL077W	YNL077W	XIV
YNL076W	YNL076W	XIV
YNL075W	YNL075W	XIV
YNL074C	YNL074C	XIV
YNL073W	YNL073W	XIV
YNL072W	YNL072W	XIV
YNL071W	YNL071W	XIV
YNL070W	YNL070W	XIV
YNL069C	YNL069C	XIV
YNL068C	YNL068C	XIV
YNL067W.A	YNL067W.A	NA
YNL067W.B	YNL067W.B	NA
YNL067W	YNL067W	XIV
YNL066W	YNL066W	XIV
YNL065W	YNL065W	XIV
YNL064C	YNL064C	XIV
YNL063W	YNL063W	XIV
YNL062C	YNL062C	XIV
YNL061W	YNL061W	XIV
YNL059C	YNL059C	XIV
YNL058C	YNL058C	XIV
YNL057W	YNL057W	XIV
YNL056W	YNL056W	XIV
YNL055C	YNL055C	XIV
YNL054W.A	YNL054W.A	NA
YNL054W.B	YNL054W.B	NA
YNL054W	YNL054W	XIV
YNL053W	YNL053W	XIV
YNL052W	YNL052W	XIV
YNL051W	YNL051W	XIV
YNL050C	YNL050C	XIV
YNL049C	YNL049C	XIV
YNL048W	YNL048W	XIV
YNL047C	YNL047C	XIV
YNL046W	YNL046W	XIV
YNL045W	YNL045W	XIV
YNL044W	YNL044W	XIV
YNL043C	YNL043C	XIV
YNL042W.B	YNL042W.B	NA
YNL042W	YNL042W	XIV
YNL041C	YNL041C	XIV
YNL040W	YNL040W	XIV
YNL039W	YNL039W	XIV
YNL038W	YNL038W	XIV
YNL037C	YNL037C	XIV
YNL036W	YNL036W	XIV
YNL035C	YNL035C	XIV
YNL034W	YNL034W	XIV
YNL033W	YNL033W	XIV
YNL032W	YNL032W	XIV
