hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
AC007365.3	NA	NA	NA	AC007365.3
AC007365.4	NA	NA	NA	AC007365.4
AC007383.3	NA	NA	NA	AC007383.3
AC007383.6	NA	NA	NA	AC007383.6
AC007386.3	NA	NA	NA	AC007386.3
AC007386.4	NA	NA	NA	AC007386.4
AC007387.2	NA	NA	NA	AC007387.2
AC007389.1	NA	NA	NA	AC007389.1
AC007389.2	NA	NA	NA	AC007389.2
AC007390.4	NA	NA	NA	AC007390.4
AC007392.3	NA	NA	NA	AC007392.3
AC007394.3	NA	NA	NA	AC007394.3
AC007395.3	NA	NA	NA	AC007395.3
AC007395.4	NA	NA	NA	AC007395.4
AC007405.4	NA	NA	NA	AC007405.4
AC007405.8	NA	NA	NA	AC007405.8
AC007435.1	NA	NA	NA	AC007435.1
AC007463.2	NA	NA	NA	AC007463.2
AC007551.2	NA	NA	NA	AC007551.2
AC007559.1	NA	NA	NA	AC007559.1
AC007560.1	NA	NA	NA	AC007560.1
AC007562.1	NA	NA	NA	AC007562.1
AC007563.4	NA	NA	NA	AC007563.4
AC007566.10	NA	NA	NA	AC007566.10
AC007568.1	NA	NA	NA	AC007568.1
AC007618.3	NA	NA	NA	AC007618.3
AC007620.3	NA	NA	NA	AC007620.3
AC007652.1	NA	NA	NA	AC007652.1
AC007677.2	NA	NA	NA	AC007677.2
AC007679.1	NA	NA	NA	AC007679.1
AC007679.3	NA	NA	NA	AC007679.3
AC007679.4	NA	NA	NA	AC007679.4
AC007682.1	NA	NA	NA	AC007682.1
AC007750.5	NA	NA	NA	AC007750.5
AC007773.2	NA	NA	NA	AC007773.2
AC007787.3	NA	NA	NA	AC007787.3
AC007790.4	NA	NA	NA	AC007790.4
AC007796.1	NA	NA	NA	AC007796.1
AC007875.3	NA	NA	NA	AC007875.3
AC007879.2	NA	NA	NA	AC007879.2
AC007879.3	NA	NA	NA	AC007879.3
AC007879.4	NA	NA	NA	AC007879.4
AC007879.5	NA	NA	NA	AC007879.5
AC007879.7	NA	NA	NA	AC007879.7
AC007881.1	NA	NA	NA	AC007881.1
AC007881.4	NA	NA	NA	AC007881.4
AC007899.3	NA	NA	NA	AC007899.3
AC007906.1	NA	NA	NA	AC007906.1
AC007919.18	NA	NA	NA	AC007919.18
AC007919.19	NA	NA	NA	AC007919.19
AC007950.2	NA	NA	NA	AC007950.2
AC007952.5	NA	NA	NA	AC007952.5
AC007966.1	NA	NA	NA	AC007966.1
AC007969.4	NA	NA	NA	AC007969.4
AC007969.5	NA	NA	NA	AC007969.5
AC008060.5	NA	NA	NA	AC008060.5
AC008060.7	NA	NA	NA	AC008060.7
AC008065.1	NA	NA	NA	AC008065.1
AC008067.2	NA	NA	NA	AC008067.2
AC008072.1	NA	NA	NA	AC008072.1
AC008073.7	NA	NA	NA	AC008073.7
AC008073.9	NA	NA	NA	AC008073.9
AC008074.1	NA	NA	NA	AC008074.1
AC008074.3	NA	NA	NA	AC008074.3
AC008074.4	NA	NA	NA	AC008074.4
AC008079.10	NA	NA	NA	AC008079.10
AC008088.4	NA	NA	NA	AC008088.4
AC008132.13	NA	NA	NA	AC008132.13
AC008155.1	NA	NA	NA	AC008155.1
AC008155.2	NA	NA	NA	AC008155.2
AC008264.4	NA	NA	NA	AC008264.4
AC008265.2	NA	NA	NA	AC008265.2
AC008269.2	NA	NA	NA	AC008269.2
AC008277.1	NA	NA	NA	AC008277.1
AC008280.1	NA	NA	NA	AC008280.1
AC008280.3	NA	NA	NA	AC008280.3
AC008427.2	NA	NA	NA	AC008427.2
AC008440.10	NA	NA	NA	AC008440.10
AC008440.5	NA	NA	NA	AC008440.5
AC008536.1	NA	NA	NA	AC008536.1
AC008547.1	NA	NA	NA	AC008547.1
AC008565.1	NA	NA	NA	AC008565.1
AC008581.1	NA	NA	NA	AC008581.1
AC008592.3	NA	NA	NA	AC008592.3
AC008626.1	NA	NA	NA	AC008626.1
AC008641.1	NA	NA	NA	AC008641.1
AC008686.1	NA	NA	NA	AC008686.1
AC008694.2	NA	NA	NA	AC008694.2
AC008697.1	NA	NA	NA	AC008697.1
AC008703.1	NA	NA	NA	AC008703.1
AC008746.10	NA	NA	NA	AC008746.10
AC008746.12	NA	NA	NA	AC008746.12
AC008746.3	NA	NA	NA	AC008746.3
AC008746.5	NA	NA	NA	AC008746.5
AC008746.9	NA	NA	NA	AC008746.9
AC008753.3	NA	NA	NA	AC008753.3
AC008753.6	NA	NA	NA	AC008753.6
AC008759.1	NA	NA	NA	AC008759.1
AC008781.7	NA	NA	NA	AC008781.7
AC008834.2	NA	NA	NA	AC008834.2
AC008850.3	NA	NA	NA	AC008850.3
AC008914.1	NA	NA	NA	AC008914.1
AC008937.2	NA	NA	NA	AC008937.2
AC008937.3	NA	NA	NA	AC008937.3
AC008938.1	NA	NA	NA	AC008938.1
AC008940.1	NA	NA	NA	AC008940.1
AC008982.2	NA	NA	NA	AC008982.2
AC008984.2	NA	NA	NA	AC008984.2
AC008984.6	NA	NA	NA	AC008984.6
AC008985.1	NA	NA	NA	AC008985.1
AC009005.2	NA	NA	NA	AC009005.2
AC009014.3	NA	NA	NA	AC009014.3
AC009060.1	NA	NA	NA	AC009060.1
AC009060.2	NA	NA	NA	AC009060.2
AC009065.1	NA	NA	NA	AC009065.1
AC009065.2	NA	NA	NA	AC009065.2
AC009065.4	NA	NA	NA	AC009065.4
AC009095.4	NA	NA	NA	AC009095.4
AC009120.10	NA	NA	NA	AC009120.10
AC009120.11	NA	NA	NA	AC009120.11
AC009120.3	NA	NA	NA	AC009120.3
AC009120.4	NA	NA	NA	AC009120.4
AC009120.5	NA	NA	NA	AC009120.5
AC009120.6	NA	NA	NA	AC009120.6
AC009120.8	NA	NA	NA	AC009120.8
AC009133.12	NA	NA	NA	AC009133.12
AC009133.15	NA	NA	NA	AC009133.15
AC009133.17	NA	NA	NA	AC009133.17
AC009133.21	NA	NA	NA	AC009133.21
AC009133.22	NA	NA	NA	AC009133.22
AC009166.7	NA	NA	NA	AC009166.7
AC009227.2	NA	NA	NA	AC009227.2
AC009227.3	NA	NA	NA	AC009227.3
AC009228.1	NA	NA	NA	AC009228.1
AC009234.1	NA	NA	NA	AC009234.1
AC009236.2	NA	NA	NA	AC009236.2
AC009237.8	NA	NA	NA	AC009237.8
AC009238.6	NA	NA	NA	AC009238.6
AC009245.3	NA	NA	NA	AC009245.3
AC009263.2	NA	NA	NA	AC009263.2
AC009274.6	NA	NA	NA	AC009274.6
AC009276.4	NA	NA	NA	AC009276.4
AC009299.2	NA	NA	NA	AC009299.2
AC009299.3	NA	NA	NA	AC009299.3
AC009299.5	NA	NA	NA	AC009299.5
AC009302.2	NA	NA	NA	AC009302.2
AC009302.4	NA	NA	NA	AC009302.4
AC009303.1	NA	NA	NA	AC009303.1
AC009303.2	NA	NA	NA	AC009303.2
AC009303.3	NA	NA	NA	AC009303.3
AC009312.1	NA	NA	NA	AC009312.1
AC009313.1	NA	NA	NA	AC009313.1
AC009313.2	NA	NA	NA	AC009313.2
AC009362.2	NA	NA	NA	AC009362.2
AC009403.2	NA	NA	NA	AC009403.2
AC009404.2	NA	NA	NA	AC009404.2
AC009410.1	NA	NA	NA	AC009410.1
AC009413.2	NA	NA	NA	AC009413.2
AC009414.1	NA	NA	NA	AC009414.1
AC009473.1	NA	NA	NA	AC009473.1
AC009474.2	NA	NA	NA	AC009474.2
AC009480.1	NA	NA	NA	AC009480.1
AC009480.3	NA	NA	NA	AC009480.3
AC009480.4	NA	NA	NA	AC009480.4
AC009495.4	NA	NA	NA	AC009495.4
AC009500.2	NA	NA	NA	AC009500.2
AC009501.4	NA	NA	NA	AC009501.4
AC009502.4	NA	NA	NA	AC009502.4
AC009505.2	NA	NA	NA	AC009505.2
AC009505.4	NA	NA	NA	AC009505.4
AC009506.1	NA	NA	NA	AC009506.1
AC009517.2	NA	NA	NA	AC009517.2
AC009518.2	NA	NA	NA	AC009518.2
AC009518.8	NA	NA	NA	AC009518.8
AC009541.1	NA	NA	NA	AC009541.1
AC009542.2	NA	NA	NA	AC009542.2
AC009784.1	NA	NA	NA	AC009784.1
AC009784.3	NA	NA	NA	AC009784.3
AC009945.4	NA	NA	NA	AC009945.4
AC009948.5	NA	NA	NA	AC009948.5
AC009948.7	NA	NA	NA	AC009948.7
AC009950.2	NA	NA	NA	AC009950.2
AC009960.1	NA	NA	NA	AC009960.1
AC009960.5	NA	NA	NA	AC009960.5
AC009961.2	NA	NA	NA	AC009961.2
AC009961.3	NA	NA	NA	AC009961.3
AC009961.5	NA	NA	NA	AC009961.5
AC009963.5	NA	NA	NA	AC009963.5
AC009963.6	NA	NA	NA	AC009963.6
AC009967.3	NA	NA	NA	AC009967.3
AC009974.11	NA	NA	NA	AC009974.11
AC009977.1	NA	NA	NA	AC009977.1
AC010082.2	NA	NA	NA	AC010082.2
AC010084.1	NA	NA	NA	AC010084.1
AC010095.6	NA	NA	NA	AC010095.6
AC010095.7	NA	NA	NA	AC010095.7
AC010096.1	NA	NA	NA	AC010096.1
AC010132.11	NA	NA	NA	AC010132.11
AC010146.1	NA	NA	NA	AC010146.1
AC010149.4	NA	NA	NA	AC010149.4
AC010150.1	NA	NA	NA	AC010150.1
AC010226.4	NA	NA	NA	AC010226.4
AC010240.2	NA	NA	NA	AC010240.2
AC010243.1	NA	NA	NA	AC010243.1
AC010287.1	NA	NA	NA	AC010287.1
AC010307.1	NA	NA	NA	AC010307.1
AC010468.1	NA	NA	NA	AC010468.1
AC010468.2	NA	NA	NA	AC010468.2
AC010468.3	NA	NA	NA	AC010468.3
AC010492.2	NA	NA	NA	AC010492.2
AC010492.5	NA	NA	NA	AC010492.5
AC010504.2	NA	NA	NA	AC010504.2
AC010522.1	NA	NA	NA	AC010522.1
AC010525.4	NA	NA	NA	AC010525.4
AC010525.5	NA	NA	NA	AC010525.5
AC010609.1	NA	NA	NA	AC010609.1
AC010633.1	NA	NA	NA	AC010633.1
AC010641.1	NA	NA	NA	AC010641.1
AC010642.1	NA	NA	NA	AC010642.1
AC010649.1	NA	NA	NA	AC010649.1
AC010677.5	NA	NA	NA	AC010677.5
AC010729.1	NA	NA	NA	AC010729.1
AC010729.2	NA	NA	NA	AC010729.2
AC010731.4	NA	NA	NA	AC010731.4
AC010733.5	NA	NA	NA	AC010733.5
AC010745.2	NA	NA	NA	AC010745.2
AC010746.3	NA	NA	NA	AC010746.3
AC010747.2	NA	NA	NA	AC010747.2
AC010761.10	NA	NA	NA	AC010761.10
AC010761.13	NA	NA	NA	AC010761.13
AC010761.14	NA	NA	NA	AC010761.14
AC010761.6	NA	NA	NA	AC010761.6
AC010761.9	NA	NA	NA	AC010761.9
AC010878.3	NA	NA	NA	AC010878.3
AC010880.1	NA	NA	NA	AC010880.1
AC010883.5	NA	NA	NA	AC010883.5
AC010884.1	NA	NA	NA	AC010884.1
AC010894.3	NA	NA	NA	AC010894.3
AC010894.4	NA	NA	NA	AC010894.4
AC010894.5	NA	NA	NA	AC010894.5
AC010907.2	NA	NA	NA	AC010907.2
AC010967.1	NA	NA	NA	AC010967.1
AC010969.1	NA	NA	NA	AC010969.1
AC010971.1	NA	NA	NA	AC010971.1
AC010976.2	NA	NA	NA	AC010976.2
AC010980.2	NA	NA	NA	AC010980.2
AC011043.1	NA	NA	NA	AC011043.1
AC011073.1	NA	NA	NA	AC011073.1
AC011196.3	NA	NA	NA	AC011196.3
AC011225.1	NA	NA	NA	AC011225.1
AC011242.5	NA	NA	NA	AC011242.5
AC011290.4	NA	NA	NA	AC011290.4
AC011290.5	NA	NA	NA	AC011290.5
AC011293.1	NA	NA	NA	AC011293.1
AC011294.3	NA	NA	NA	AC011294.3
AC011322.1	NA	NA	NA	AC011322.1
AC011330.13	NA	NA	NA	AC011330.13
AC011330.5	NA	NA	NA	AC011330.5
AC011343.1	NA	NA	NA	AC011343.1
AC011385.1	NA	NA	NA	AC011385.1
AC011453.1	NA	NA	NA	AC011453.1
AC011465.1	NA	NA	NA	AC011465.1
AC011477.2	NA	NA	NA	AC011477.2
AC011498.1	NA	NA	NA	AC011498.1
AC011518.1	NA	NA	NA	AC011518.1
AC011523.2	NA	NA	NA	AC011523.2
AC011551.3	NA	NA	NA	AC011551.3
AC011558.5	NA	NA	NA	AC011558.5
AC011738.4	NA	NA	NA	AC011738.4
AC011742.3	NA	NA	NA	AC011742.3
AC011742.5	NA	NA	NA	AC011742.5
AC011747.4	NA	NA	NA	AC011747.4
AC011753.6	NA	NA	NA	AC011753.6
AC011816.1	NA	NA	NA	AC011816.1
AC011893.3	NA	NA	NA	AC011893.3
AC011933.2	NA	NA	NA	AC011933.2
AC011995.3	NA	NA	NA	AC011995.3
AC011997.1	NA	NA	NA	AC011997.1
AC011998.4	NA	NA	NA	AC011998.4
AC012065.1	NA	NA	NA	AC012065.1
AC012065.5	NA	NA	NA	AC012065.5
AC012065.7	NA	NA	NA	AC012065.7
AC012066.1	NA	NA	NA	AC012066.1
AC012074.2	NA	NA	NA	AC012074.2
AC012075.1	NA	NA	NA	AC012075.1
AC012123.1	NA	NA	NA	AC012123.1
AC012146.7	NA	NA	NA	AC012146.7
AC012307.2	NA	NA	NA	AC012307.2
AC012309.5	NA	NA	NA	AC012309.5
AC012314.20	NA	NA	NA	AC012314.20
AC012314.8	NA	NA	NA	AC012314.8
AC012317.1	NA	NA	NA	AC012317.1
AC012354.6	NA	NA	NA	AC012354.6
AC012354.8	NA	NA	NA	AC012354.8
AC012358.4	NA	NA	NA	AC012358.4
AC012358.7	NA	NA	NA	AC012358.7
AC012358.8	NA	NA	NA	AC012358.8
AC012360.4	NA	NA	NA	AC012360.4
AC012360.6	NA	NA	NA	AC012360.6
AC012363.1	NA	NA	NA	AC012363.1
AC012363.4	NA	NA	NA	AC012363.4
AC012363.8	NA	NA	NA	AC012363.8
AC012368.1	NA	NA	NA	AC012368.1
AC012370.2	NA	NA	NA	AC012370.2
AC012370.3	NA	NA	NA	AC012370.3
AC012456.3	NA	NA	NA	AC012456.3
AC012456.4	NA	NA	NA	AC012456.4
AC012462.2	NA	NA	NA	AC012462.2
AC012487.2	NA	NA	NA	AC012487.2
AC012493.1	NA	NA	NA	AC012493.1
AC012494.1	NA	NA	NA	AC012494.1
AC012497.2	NA	NA	NA	AC012497.2
AC012499.1	NA	NA	NA	AC012499.1
AC012501.1	NA	NA	NA	AC012501.1
AC012501.2	NA	NA	NA	AC012501.2
AC012501.3	NA	NA	NA	AC012501.3
AC012506.1	NA	NA	NA	AC012506.1
AC012506.4	NA	NA	NA	AC012506.4
AC012507.3	NA	NA	NA	AC012507.3
AC012512.1	NA	NA	NA	AC012512.1
AC012513.4	NA	NA	NA	AC012513.4
AC012593.1	NA	NA	NA	AC012593.1
AC012627.1	NA	NA	NA	AC012627.1
AC012671.2	NA	NA	NA	AC012671.2
AC013262.1	NA	NA	NA	AC013262.1
AC013264.2	NA	NA	NA	AC013264.2
AC013267.1	NA	NA	NA	AC013267.1
AC013394.2	NA	NA	NA	AC013394.2
AC013399.3	NA	NA	NA	AC013399.3
AC013404.1	NA	NA	NA	AC013404.1
AC013410.1	NA	NA	NA	AC013410.1
AC013429.4	NA	NA	NA	AC013429.4
AC013429.5	NA	NA	NA	AC013429.5
AC013436.6	NA	NA	NA	AC013436.6
AC013437.2	NA	NA	NA	AC013437.2
AC013437.6	NA	NA	NA	AC013437.6
AC013442.1	NA	NA	NA	AC013442.1
AC013444.1	NA	NA	NA	AC013444.1
AC013448.1	NA	NA	NA	AC013448.1
AC013448.2	NA	NA	NA	AC013448.2
AC013460.1	NA	NA	NA	AC013460.1
AC013463.2	NA	NA	NA	AC013463.2
AC013470.6	NA	NA	NA	AC013470.6
AC013470.8	NA	NA	NA	AC013470.8
AC013472.3	NA	NA	NA	AC013472.3
AC013474.4	NA	NA	NA	AC013474.4
AC013477.1	NA	NA	NA	AC013477.1
AC013717.3	NA	NA	NA	AC013717.3
AC013733.5	NA	NA	NA	AC013733.5
AC015691.13	NA	NA	NA	AC015691.13
AC015726.1	NA	NA	NA	AC015726.1
AC015849.12	NA	NA	NA	AC015849.12
AC015849.13	NA	NA	NA	AC015849.13
AC015849.14	NA	NA	NA	AC015849.14
AC015849.15	NA	NA	NA	AC015849.15
AC015849.16	NA	NA	NA	AC015849.16
AC015849.19	NA	NA	NA	AC015849.19
AC015849.2	NA	NA	NA	AC015849.2
AC015909.1	NA	NA	NA	AC015909.1
AC015922.5	NA	NA	NA	AC015922.5
AC015922.6	NA	NA	NA	AC015922.6
AC015969.3	NA	NA	NA	AC015969.3
AC015971.2	NA	NA	NA	AC015971.2
AC015977.5	NA	NA	NA	AC015977.5
AC015987.1	NA	NA	NA	AC015987.1
AC016292.3	NA	NA	NA	AC016292.3
AC016405.1	NA	NA	NA	AC016405.1
AC016582.2	NA	NA	NA	AC016582.2
AC016644.1	NA	NA	NA	AC016644.1
AC016683.5	NA	NA	NA	AC016683.5
AC016691.2	NA	NA	NA	AC016691.2
AC016696.1	NA	NA	NA	AC016696.1
AC016697.1	NA	NA	NA	AC016697.1
AC016697.2	NA	NA	NA	AC016697.2
AC016700.2	NA	NA	NA	AC016700.2
AC016700.3	NA	NA	NA	AC016700.3
AC016700.4	NA	NA	NA	AC016700.4
AC016700.5	NA	NA	NA	AC016700.5
AC016700.6	NA	NA	NA	AC016700.6
AC016708.2	NA	NA	NA	AC016708.2
AC016710.1	NA	NA	NA	AC016710.1
AC016712.2	NA	NA	NA	AC016712.2
AC016716.1	NA	NA	NA	AC016716.1
AC016722.3	NA	NA	NA	AC016722.3
AC016722.4	NA	NA	NA	AC016722.4
AC016723.4	NA	NA	NA	AC016723.4
AC016724.6	NA	NA	NA	AC016724.6
AC016727.3	NA	NA	NA	AC016727.3
AC016732.2	NA	NA	NA	AC016732.2
AC016734.2	NA	NA	NA	AC016734.2
AC016737.1	NA	NA	NA	AC016737.1
AC016738.3	NA	NA	NA	AC016738.3
AC016738.4	NA	NA	NA	AC016738.4
AC016739.1	NA	NA	NA	AC016739.1
AC016739.2	NA	NA	NA	AC016739.2
AC016739.3	NA	NA	NA	AC016739.3
AC016747.3	NA	NA	NA	AC016747.3
AC016753.1	NA	NA	NA	AC016753.1
AC016753.7	NA	NA	NA	AC016753.7
AC016768.1	NA	NA	NA	AC016768.1
AC016772.4	NA	NA	NA	AC016772.4
AC016821.1	NA	NA	NA	AC016821.1
AC016831.6	NA	NA	NA	AC016831.6
AC016831.7	NA	NA	NA	AC016831.7
AC016894.1	NA	NA	NA	AC016894.1
AC016907.3	NA	NA	NA	AC016907.3
AC016909.2	NA	NA	NA	AC016909.2
AC016910.1	NA	NA	NA	AC016910.1
AC016999.2	NA	NA	NA	AC016999.2
AC017002.1	NA	NA	NA	AC017002.1
AC017002.2	NA	NA	NA	AC017002.2
AC017028.7	NA	NA	NA	AC017028.7
AC017035.2	NA	NA	NA	AC017035.2
AC017060.1	NA	NA	NA	AC017060.1
AC017074.2	NA	NA	NA	AC017074.2
AC017076.5	NA	NA	NA	AC017076.5
AC017078.1	NA	NA	NA	AC017078.1
AC017079.3	NA	NA	NA	AC017079.3
AC017079.4	NA	NA	NA	AC017079.4
AC017080.1	NA	NA	NA	AC017080.1
AC017083.1	NA	NA	NA	AC017083.1
AC017083.2	NA	NA	NA	AC017083.2
AC017101.10	NA	NA	NA	AC017101.10
AC017104.1	NA	NA	NA	AC017104.1
AC017104.2	NA	NA	NA	AC017104.2
AC017104.4	NA	NA	NA	AC017104.4
AC017104.6	NA	NA	NA	AC017104.6
AC018359.1	NA	NA	NA	AC018359.1
AC018361.1	NA	NA	NA	AC018361.1
AC018442.1	NA	NA	NA	AC018442.1
AC018462.2	NA	NA	NA	AC018462.2
AC018463.4	NA	NA	NA	AC018463.4
AC018463.5	NA	NA	NA	AC018463.5
AC018512.1	NA	NA	NA	AC018512.1
AC018634.9	NA	NA	NA	AC018634.9
AC018635.1	NA	NA	NA	AC018635.1
AC018693.1	NA	NA	NA	AC018693.1
AC018693.6	NA	NA	NA	AC018693.6
AC018712.2	NA	NA	NA	AC018712.2
AC018717.1	NA	NA	NA	AC018717.1
AC018730.4	NA	NA	NA	AC018730.4
AC018735.1	NA	NA	NA	AC018735.1
AC018737.3	NA	NA	NA	AC018737.3
AC018738.2	NA	NA	NA	AC018738.2
AC018742.1	NA	NA	NA	AC018742.1
AC018755.16	NA	NA	NA	AC018755.16
AC018755.17	NA	NA	NA	AC018755.17
AC018766.4	NA	NA	NA	AC018766.4
AC018766.5	NA	NA	NA	AC018766.5
AC018766.6	NA	NA	NA	AC018766.6
AC018799.1	NA	NA	NA	AC018799.1
AC018804.6	NA	NA	NA	AC018804.6
AC018804.7	NA	NA	NA	AC018804.7
AC018816.3	NA	NA	NA	AC018816.3
AC018865.5	NA	NA	NA	AC018865.5
AC018866.1	NA	NA	NA	AC018866.1
AC018880.1	NA	NA	NA	AC018880.1
AC018880.2	NA	NA	NA	AC018880.2
AC018890.6	NA	NA	NA	AC018890.6
AC018892.9	NA	NA	NA	AC018892.9
AC019048.1	NA	NA	NA	AC019048.1
AC019050.1	NA	NA	NA	AC019050.1
AC019080.1	NA	NA	NA	AC019080.1
AC019084.7	NA	NA	NA	AC019084.7
AC019097.7	NA	NA	NA	AC019097.7
AC019117.2	NA	NA	NA	AC019117.2
AC019118.3	NA	NA	NA	AC019118.3
AC019118.4	NA	NA	NA	AC019118.4
AC019129.1	NA	NA	NA	AC019129.1
AC019129.2	NA	NA	NA	AC019129.2
AC019178.2	NA	NA	NA	AC019178.2
AC019178.3	NA	NA	NA	AC019178.3
AC019181.3	NA	NA	NA	AC019181.3
AC019185.2	NA	NA	NA	AC019185.2
AC019186.1	NA	NA	NA	AC019186.1
AC019206.1	NA	NA	NA	AC019206.1
AC019330.1	NA	NA	NA	AC019330.1
AC020550.7	NA	NA	NA	AC020550.7
AC020571.3	NA	NA	NA	AC020571.3
AC020594.5	NA	NA	NA	AC020594.5
AC020595.1	NA	NA	NA	AC020595.1
AC020743.2	NA	NA	NA	AC020743.2
AC020743.3	NA	NA	NA	AC020743.3
AC020915.1	NA	NA	NA	AC020915.1
AC020931.1	NA	NA	NA	AC020931.1
AC020951.1	NA	NA	NA	AC020951.1
AC020983.5	NA	NA	NA	AC020983.5
AC021016.7	NA	NA	NA	AC021016.7
AC021188.4	NA	NA	NA	AC021188.4
AC021224.1	NA	NA	NA	AC021224.1
AC021451.1	NA	NA	NA	AC021451.1
AC021876.4	NA	NA	NA	AC021876.4
AC022007.5	NA	NA	NA	AC022007.5
AC022153.1	NA	NA	NA	AC022153.1
AC022154.7	NA	NA	NA	AC022154.7
AC022182.2	NA	NA	NA	AC022182.2
AC022182.3	NA	NA	NA	AC022182.3
AC022201.5	NA	NA	NA	AC022201.5
AC022210.2	NA	NA	NA	AC022210.2
AC022384.1	NA	NA	NA	AC022384.1
AC022395.1	NA	NA	NA	AC022395.1
AC022431.1	NA	NA	NA	AC022431.1
AC022431.3	NA	NA	NA	AC022431.3
AC022816.2	NA	NA	NA	AC022816.2
AC022819.1	NA	NA	NA	AC022819.1
AC022819.3	NA	NA	NA	AC022819.3
AC023115.2	NA	NA	NA	AC023115.2
AC023115.4	NA	NA	NA	AC023115.4
AC023128.2	NA	NA	NA	AC023128.2
AC023157.1	NA	NA	NA	AC023157.1
AC023271.1	NA	NA	NA	AC023271.1
AC023271.2	NA	NA	NA	AC023271.2
AC023347.1	NA	NA	NA	AC023347.1
AC023449.2	NA	NA	NA	AC023449.2
AC023481.1	NA	NA	NA	AC023481.1
AC023590.1	NA	NA	NA	AC023590.1
AC023672.1	NA	NA	NA	AC023672.1
AC023672.2	NA	NA	NA	AC023672.2
AC024082.3	NA	NA	NA	AC024082.3
AC024082.4	NA	NA	NA	AC024082.4
AC024084.1	NA	NA	NA	AC024084.1
AC024560.2	NA	NA	NA	AC024560.2
AC024560.3	NA	NA	NA	AC024560.3
AC024568.1	NA	NA	NA	AC024568.1
AC024569.1	NA	NA	NA	AC024569.1
AC024619.2	NA	NA	NA	AC024619.2
AC024704.2	NA	NA	NA	AC024704.2
AC024937.1	NA	NA	NA	AC024937.1
AC024937.4	NA	NA	NA	AC024937.4
AC024937.6	NA	NA	NA	AC024937.6
AC025165.8	NA	NA	NA	AC025165.8
AC025166.1	NA	NA	NA	AC025166.1
AC025171.1	NA	NA	NA	AC025171.1
AC025279.1	NA	NA	NA	AC025279.1
AC025335.1	NA	NA	NA	AC025335.1
AC025442.3	NA	NA	NA	AC025442.3
AC025674.1	NA	NA	NA	AC025674.1
AC025750.5	NA	NA	NA	AC025750.5
AC025750.7	NA	NA	NA	AC025750.7
AC025918.1	NA	NA	NA	AC025918.1
AC025918.2	NA	NA	NA	AC025918.2
AC026150.6	NA	NA	NA	AC026150.6
AC026202.3	NA	NA	NA	AC026202.3
AC026202.5	NA	NA	NA	AC026202.5
AC026271.5	NA	NA	NA	AC026271.5
AC026318.1	NA	NA	NA	AC026318.1
AC026367.1	NA	NA	NA	AC026367.1
AC026471.6	NA	NA	NA	AC026471.6
AC026806.2	NA	NA	NA	AC026806.2
AC026954.6	NA	NA	NA	AC026954.6
AC027119.1	NA	NA	NA	AC027119.1
AC027124.2	NA	NA	NA	AC027124.2
AC027319.3	NA	NA	NA	AC027319.3
AC027320.1	NA	NA	NA	AC027320.1
AC027348.1	NA	NA	NA	AC027348.1
AC027601.1	NA	NA	NA	AC027601.1
AC027612.1	NA	NA	NA	AC027612.1
AC027612.3	NA	NA	NA	AC027612.3
AC027612.6	NA	NA	NA	AC027612.6
AC027763.2	NA	NA	NA	AC027763.2
AC027806.1	NA	NA	NA	AC027806.1
AC034187.2	NA	NA	NA	AC034187.2
AC034220.3	NA	NA	NA	AC034220.3
AC034228.2	NA	NA	NA	AC034228.2
AC034228.3	NA	NA	NA	AC034228.3
AC034243.1	NA	NA	NA	AC034243.1
AC044839.1	NA	NA	NA	AC044839.1
AC046130.1	NA	NA	NA	AC046130.1
AC046143.3	NA	NA	NA	AC046143.3
AC046143.6	NA	NA	NA	AC046143.6
AC048346.1	NA	NA	NA	AC048346.1
AC053503.12	NA	NA	NA	AC053503.12
AC053503.4	NA	NA	NA	AC053503.4
AC055764.1	NA	NA	NA	AC055764.1
AC055845.1	NA	NA	NA	AC055845.1
AC061992.2	NA	NA	NA	AC061992.2
AC062017.1	NA	NA	NA	AC062017.1
AC062020.2	NA	NA	NA	AC062020.2
AC062029.1	NA	NA	NA	AC062029.1
AC062031.1	NA	NA	NA	AC062031.1
AC063932.1	NA	NA	NA	AC063932.1
AC064834.1	NA	NA	NA	AC064834.1
AC064834.2	NA	NA	NA	AC064834.2
AC064834.3	NA	NA	NA	AC064834.3
AC064836.3	NA	NA	NA	AC064836.3
AC064847.4	NA	NA	NA	AC064847.4
AC064850.4	NA	NA	NA	AC064850.4
AC064852.4	NA	NA	NA	AC064852.4
AC064852.5	NA	NA	NA	AC064852.5
AC066692.3	NA	NA	NA	AC066692.3
AC067742.1	NA	NA	NA	AC067742.1
AC067940.1	NA	NA	NA	AC067940.1
AC067945.2	NA	NA	NA	AC067945.2
AC067945.3	NA	NA	NA	AC067945.3
AC067945.4	NA	NA	NA	AC067945.4
AC068039.4	NA	NA	NA	AC068039.4
AC068042.1	NA	NA	NA	AC068042.1
AC068044.1	NA	NA	NA	AC068044.1
AC068056.1	NA	NA	NA	AC068056.1
AC068134.10	NA	NA	NA	AC068134.10
AC068137.11	NA	NA	NA	AC068137.11
AC068137.13	NA	NA	NA	AC068137.13
AC068137.5	NA	NA	NA	AC068137.5
AC068137.6	NA	NA	NA	AC068137.6
AC068196.1	NA	NA	NA	AC068196.1
AC068282.3	NA	NA	NA	AC068282.3
AC068286.1	NA	NA	NA	AC068286.1
